token,source_count,target_count,cosine_before,cosine_after,delta
etc,410,354,0.14569442620492146,0.24080175849830365,0.0951073322933822
jimmy's,163,122,0.04193514475188754,0.2689755114273012,0.22704036667541366
aha,1292,774,0.03821018833021435,0.2702218856085651,0.23201169727835075
ally,346,144,0.027282070774426525,0.2710327945888617,0.2437507238144352
er,1200,530,0.014734413902633282,0.2716236656975137,0.2568892517948804
guru,469,378,0.1305719538852091,0.29573107469392024,0.16515912080871115
zen,292,245,-0.0400745913109774,0.29919213901530917,0.33926673032628657
ss,352,140,0.01028486081301501,0.3069530848585338,0.2966682240455188
ju,327,106,-0.06936271569325002,0.3129130048802594,0.38227572057350945
nevermind,505,180,0.1314877173393018,0.3242084716266953,0.1927207542873935
duke,1002,525,0.05605450414031491,0.33229678394171364,0.2762422798013987
grime,758,134,0.038942881404423174,0.33816933024047324,0.2992264488360501
molly,607,431,0.11962972534105853,0.34737118631447794,0.2277414609734194
ban,499,258,0.03772100721745295,0.3524311078801383,0.31471010066268534
rogue,249,143,0.17833409091990562,0.3564528752802475,0.17811878436034187
lotus,566,109,0.11560838557130472,0.35687144798683923,0.24126306241553452
dana,139,198,0.11674146313101223,0.3596097067658286,0.24286824363481635
motherf,455,181,0.17327292288893684,0.35964128278600355,0.1863683598970667
hart,270,100,0.08557375450172897,0.36120581388407297,0.27563205938234403
vic,184,185,0.008181941055836582,0.36409137865121416,0.3559094375953776
charlie,1353,781,0.06302564116028717,0.36660318900816036,0.30357754784787316
ricky,520,277,-0.006349635456390869,0.3686840519699333,0.3750336874263242
rave,872,318,-0.030880005429614825,0.37364893001325705,0.4045289354428719
fab,256,136,0.046733081720242584,0.37370438996381505,0.32697130824357246
weasel,198,254,0.05139494128797445,0.37472546916142613,0.3233305278734517
wo,1637,708,0.10402500240286439,0.3779421247948509,0.2739171223919865
hun,623,192,0.07156614182142669,0.3803022612364859,0.30873611941505924
barney,190,159,0.08045185399950666,0.38438030448088595,0.3039284504813793
caveman,168,108,-0.017986653288170472,0.38447699099026805,0.4024636442784385
pussycat,177,133,0.08062166700045079,0.38818672741338944,0.30756506041293863
untouchable,719,271,0.08912970037978574,0.3897657133953456,0.30063601301555987
joey,634,278,0.019142625621266597,0.3915671763194378,0.3724245506981712
paul,2472,1180,0.025321822364235868,0.39495107220148307,0.3696292498372472
wright,199,247,0.0760789081078358,0.3954023747971598,0.319323466689324
elephant,960,386,-0.03854342705189387,0.3964947179416618,0.43503814499355564
spaceship,529,225,0.011779743133825784,0.39682178663533585,0.38504204350151006
angela,214,120,0.046367058096446576,0.3973844665110991,0.3510174084146525
sensitivity,108,270,0.09465669578267812,0.3974393655391195,0.3027826697564414
simon,594,407,0.09533535860514378,0.397566930542968,0.30223157193782424
superstitious,257,117,0.16611174788170646,0.3983188770037186,0.23220712912201213
eva,588,130,0.10271609205133173,0.39992104366226655,0.29720495161093485
randy,280,153,0.01399020598943966,0.3999981782298497,0.38600797224041
arch,442,161,0.12234611319935441,0.40108967624452824,0.27874356304517384
