token,source_count,target_count,cosine_before,cosine_after,delta
the,505359,253364,0.18603253273166903,0.6937427814080838,0.5077102486764147
me,207768,124510,0.23350872910343887,0.7741279179530565,0.5406191888496176
your,116451,58255,0.09506182257775678,0.7434255431483544,0.6483637205705977
is,88791,48769,0.07080665901680765,0.7339569204946426,0.663150261477835
baby,54815,37790,0.11848717206838161,0.7073267147267889,0.5888395426584072
it's,63241,29993,0.01292619120210322,0.6765480033661728,0.6636218121640696
she,42256,26719,0.07005113071450111,0.7543270094286592,0.6842758787141581
one,43962,25430,0.134785817338761,0.5932105708113915,0.4584247534726305
i'll,30255,22953,0.10247552481612088,0.7411065818350551,0.6386310570189342
as,32968,20792,0.025930522816831898,0.6825826229358145,0.6566521001189826
day,28780,18413,-0.002523395235959176,0.6977281171620922,0.7002515123980513
heart,19393,17833,0.1358186480980498,0.7062273567252593,0.5704087086272095
let,32301,16217,-0.019739507294988436,0.7377826654377746,0.757522172732763
girl,19459,14628,0.06542396915514934,0.7078162904787977,0.6423923213236483
that's,20060,13631,0.09254240650717382,0.5877447774757091,0.49520237096853525
cause,24383,12980,0.12798459370913548,0.6836745090588349,0.5556899153496994
could,22261,11454,0.12040468369816218,0.7368882945628992,0.616483610864737
or,18513,10640,0.12376428213642002,0.6469487333764878,0.5231844512400678
old,16439,10233,0.018780838425571232,0.6114270362182941,0.5926461977927229
ain't,21406,9980,-0.037908133826816306,0.6850817943342126,0.7229899281610289
think,18468,9393,0.04996094974618351,0.6902046374597022,0.6402436877135187
look,15761,8786,0.11065404473573477,0.6192175091430296,0.5085634644072948
she's,14499,7920,0.17825038645707986,0.7029192969228859,0.524668910465806
i'd,11605,7534,0.14411009476118344,0.7539390985591449,0.6098290037979615
blue,7269,6941,0.10429513917927821,0.6157559319371855,0.5114607927579072
leave,11090,6536,0.05580665492371663,0.6621273508724912,0.6063206959487746
really,13448,6164,0.06502266377567767,0.6357521224636469,0.5707294586879692
try,11942,5912,0.028779729248100436,0.6512367327869442,0.6224570035388437
walk,7432,5730,0.08150086885064063,0.6277730454380853,0.5462721765874446
sun,10427,5538,0.006660695220345172,0.6519528811023575,0.6452921858820123
sing,11064,5258,0.05472289908696279,0.6830399726727262,0.6283170735857634
care,7219,5112,0.09715156310330135,0.6051625783545802,0.5080110152512789
run,9451,4915,-0.01748608783548314,0.6294022506919238,0.6468883385274069
turn,9717,4641,-0.008214775276142242,0.6478446803123643,0.6560594555885065
told,6115,4469,0.03793171687484592,0.6462746500985007,0.6083429332236547
came,7857,4293,0.027226166518651677,0.6644582288473131,0.6372320623286614
very,5945,4257,-0.03802388860701282,0.5829504004034654,0.6209742890104781
high,8572,4005,0.10136131088100746,0.6032320259654328,0.5018707150844254
those,7222,3961,0.03932300269214223,0.6515763225317037,0.6122533198395614
door,6830,3910,0.03872913402417916,0.692621371304895,0.6538922372807159
help,8164,3859,0.052867564750321755,0.5312221421400382,0.47835457738971643
done,6497,3780,0.09561670542198145,0.6288789780489112,0.5332622726269298
wait,5398,3710,-0.0776131289122394,0.6272534537245358,0.7048665826367752
sky,6978,3616,0.13608797304274878,0.6660732671249516,0.5299852940822029
any,6083,3475,0.09159379874188667,0.6717528934182009,0.5801590946763142
end,6975,3414,0.056686909504628985,0.6549808551967399,0.5982939456921109
talk,6006,3340,-0.04591052631572609,0.5834077930239276,0.6293183193396538
mama,5735,3250,-0.061627995219335666,0.468934387046263,0.5305623822655987
wish,4864,3190,0.03267608998431252,0.5750137265302906,0.5423376365459781
goes,5157,3123,0.05936820086839015,0.6254574481212427,0.5660892472528526
sea,4506,2982,0.022415873561454407,0.6166627647902435,0.5942468912287892
wonder,4436,2927,0.08665786184744995,0.5792578438847724,0.49259998203732247
understand,5576,2843,0.04735857581780478,0.671591351989223,0.6242327761714183
land,4606,2773,0.016149025668909002,0.5929803503513826,0.5768313246824737
real,6667,2739,-0.016040127499719024,0.5226761661033976,0.5387162936031167
after,4965,2688,0.20422933671385207,0.4855139945577326,0.2812846578438805
road,6217,2616,0.05851707063574454,0.6084432256640717,0.5499261550283272
girls,3384,2573,0.02581844947309635,0.6095407507068924,0.5837223012337961
meet,3531,2501,0.040804703565969075,0.6017753501286756,0.5609706465627065
heaven,4207,2442,0.05455089401606216,0.6001446722933419,0.5455937782772797
poor,2742,2388,0.10339790476129537,0.5778420676720133,0.4744441629107179
sleep,3746,2343,-0.07629912863543487,0.5582363300793032,0.634535458714738
three,3597,2307,0.04000058311469348,0.6156751947885505,0.575674611673857
black,5308,2269,0.15768446074487275,0.5219990418085885,0.3643145810637157
house,3223,2218,0.08244086626863488,0.4905991625352816,0.4081582962666467
feet,4535,2166,-0.11866494610299902,0.6302047820500157,0.7488697281530148
