rank,token,left_count,right_count,min_count,sum_count
128,you've,13539,21877,13539,35416
129,really,13448,20839,13448,34287
130,going,12901,17629,12901,30530
131,hear,12869,22107,12869,34976
132,much,12797,20559,12797,33356
133,he's,12741,21234,12741,33975
134,sweet,12700,12146,12146,24846
135,you'll,12125,19513,12125,31638
136,lord,12152,12098,12098,24250
137,try,11942,17597,11942,29539
138,better,11792,19255,11792,31047
139,before,11676,18059,11676,29735
140,am,11613,18830,11613,30443
141,i'd,11605,14312,11605,25917
142,has,11389,17869,11389,29258
143,new,11287,17906,11287,29193
144,hold,11204,20944,11204,32148
145,leave,11090,15475,11090,26565
146,live,10995,17926,10995,28921
147,did,10980,14024,10980,25004
148,please,10922,13417,10922,24339
149,light,10911,18053,10911,28964
150,gotta,10900,16424,10900,27324
151,alone,10895,17313,10895,28208
152,believe,10695,16659,10695,27354
153,their,10647,21296,10647,31943
154,nothing,10602,18901,10602,29503
155,sun,10427,11114,10427,21541
156,into,10323,20566,10323,30889
157,sing,11064,10264,10264,21328
158,another,10135,19019,10135,29154
159,hand,10113,14148,10113,24261
160,dance,10016,16531,10016,26547
161,song,11663,9971,9971,21634
162,together,9824,12565,9824,22389
163,than,9803,16186,9803,25989
164,hard,9785,16748,9785,26533
165,turn,9717,18877,9717,28594
166,run,9451,17651,9451,27102
167,mine,9430,13643,9430,23073
168,rock,9354,21387,9354,30741
169,call,9325,16881,9325,26206
170,stop,9282,19107,9282,28389
171,something,9239,16762,9239,26001
172,last,9223,14993,9223,24216
173,place,9217,16095,9217,25312
174,must,9185,14698,9185,23883
175,put,9124,15081,9124,24205
176,woman,11454,9053,9053,20507
177,show,9004,14948,9004,23952
178,face,8941,16878,8941,25819
179,play,8934,15082,8934,24016
180,tonight,8764,21491,8764,30255
181,while,8764,11047,8764,19811
182,head,8659,14823,8659,23482
183,feeling,8634,12146,8634,20780
184,high,8572,11240,8572,19812
185,off,8547,15462,8547,24009
186,two,8529,14736,8529,23265
187,soul,8494,12283,8494,20777
188,true,8487,15025,8487,23512
189,someone,8318,12487,8318,20805
190,morning,8908,8303,8303,17211
191,cry,8174,12906,8174,21080
192,help,8164,9290,8164,17454
193,lonely,8109,10387,8109,18496
194,ya,8015,11026,8015,19041
195,let's,8001,15580,8001,23581
196,found,7936,9859,7936,17795
197,boy,7910,13543,7910,21453
198,everything,7895,12611,7895,20506
199,friend,7880,8853,7880,16733
200,without,7879,12950,7879,20829
201,came,7857,10078,7857,17935
202,we'll,7852,12659,7852,20511
203,should,7787,13164,7787,20951
204,roll,7635,8236,7635,15871
205,same,7618,12712,7618,20330
206,sure,7527,9363,7527,16890
207,didn't,7504,10061,7504,17565
208,big,7478,13193,7478,20671
209,walk,7432,12966,7432,20398
210,inside,7369,15444,7369,22813
211,round,7299,9940,7299,17239
212,blue,7269,9995,7269,17264
213,even,7227,12494,7227,19721
214,those,7222,13106,7222,20328
215,care,7219,11963,7219,19182
216,other,7102,11827,7102,18929
217,town,7091,10535,7091,17626
218,stand,7060,13227,7060,20287
219,times,6984,9698,6984,16682
220,sky,6978,9062,6978,16040
221,end,6975,13190,6975,20165
222,comes,6967,11947,6967,18914
223,days,6928,9516,6928,16444
224,may,6878,9362,6878,16240
225,own,6877,11723,6877,18600
226,many,6870,9776,6870,16646
227,alright,6841,7673,6841,14514
228,door,6830,10486,6830,17316
229,lost,6789,11750,6789,18539
230,remember,6754,10442,6754,17196
231,god,6724,10754,6724,17478
232,knew,6695,9416,6695,16111
233,real,6667,12390,6667,19057
234,far,6664,11104,6664,17768
235,change,6583,11432,6583,18015
236,done,6497,9415,6497,15912
237,they're,6472,12209,6472,18681
238,happy,6470,6775,6470,13245
239,everybody,6457,10529,6457,16986
240,coming,6445,10315,6445,16760
241,because,6437,11071,6437,17508
242,smile,6395,6796,6395,13191
243,today,6274,8288,6274,14562
244,looking,6268,11315,6268,17583
245,road,6217,6560,6217,12777
246,seen,6202,8372,6202,14574
247,might,6176,9582,6176,15758
248,each,6142,8169,6142,14311
249,told,6115,8847,6115,14962
250,along,6337,6109,6109,12446
251,dreams,6099,11170,6099,17269
252,makes,6085,9514,6085,15599
253,side,6084,10143,6084,16227
254,any,6083,9759,6083,15842
255,fall,6075,12473,6075,18548
256,took,6038,8341,6038,14379
257,fire,6037,14420,6037,20457
258,money,6027,11424,6027,17451
259,talk,6006,13195,6006,19201
260,myself,6004,8678,6004,14682
261,used,5991,8364,5991,14355
262,living,5973,10825,5973,16798
263,bring,5961,8301,5961,14262
264,very,5945,7879,5945,13824
265,fool,5919,7821,5919,13740
266,honey,6309,5893,5893,12202
267,die,5833,11375,5833,17208
268,cold,5831,11464,5831,17295
269,enough,5787,10559,5787,16346
270,move,5718,10374,5718,16092
271,best,5690,10122,5690,15812
272,knows,5664,8030,5664,13694
273,lady,7622,5657,5657,13279
274,friends,5642,8055,5642,13697
275,heard,5615,8107,5615,13722
276,understand,5576,8597,5576,14173
277,though,5535,6877,5535,12412
278,start,5518,11111,5518,16629
279,these,5491,11705,5491,17196
280,nobody,5460,6956,5460,12416
281,mean,5457,8494,5457,13951
282,hands,5445,10048,5445,15493
283,fly,5407,6996,5407,12403
284,wait,5398,10564,5398,15962
285,seems,5394,7103,5394,12497
286,ride,5384,7380,5384,12764
287,waiting,5383,10941,5383,16324
288,words,5372,9528,5372,14900
289,went,5353,6798,5353,12151
290,what's,5314,11009,5314,16323
291,lose,5287,8559,5287,13846
292,behind,5286,8553,5286,13839
293,yourself,5263,8097,5263,13360
294,listen,5247,8971,5247,14218
295,first,5219,9182,5219,14401
296,till,5187,7295,5187,12482
297,fine,5185,6482,5185,11667
298,years,5173,7593,5173,12766
299,saw,5136,7389,5136,12525
300,street,5131,8805,5131,13936
301,sometimes,5130,8103,5130,13233
302,touch,5107,10373,5107,15480
303,city,5099,7618,5099,12717
304,soon,5091,6325,5091,11416
305,hope,5017,8067,5017,13084
306,forever,5012,10980,5012,15992
307,da,6394,4966,4966,11360
308,after,4965,8741,4965,13706
309,goodbye,4951,6403,4951,11354
310,we've,4905,8238,4905,13143
311,doo,5994,4900,4900,10894
312,such,4887,6982,4887,11869
313,line,4866,9497,4866,14363
314,wish,4864,6830,4864,11694
315,tomorrow,4833,5476,4833,10309
316,close,4803,8681,4803,13484
317,pain,4802,9954,4802,14756
318,tears,4796,7907,4796,12703
319,pretty,4782,6017,4782,10799
320,break,4741,11658,4741,16399
321,late,4721,8067,4721,12788
322,lay,4700,5170,4700,9870
323,until,4557,7281,4557,11838
324,shine,4542,4704,4542,9246
325,feet,4535,6552,4535,11087
326,sea,4506,5600,4506,10106
327,sad,4487,4744,4487,9231
328,watch,4479,8743,4479,13222
329,trying,4465,6036,4465,10501
330,wonder,4436,6294,4436,10730
331,lovin,5195,4430,4430,9625
332,work,4378,9419,4378,13797
333,hot,4376,9038,4376,13414
334,open,4368,7659,4368,12027
335,whole,4367,5694,4367,10061
336,else,4294,6770,4294,11064
337,children,4292,5693,4292,9985
338,moon,4291,5696,4291,9987
339,arms,4276,6558,4276,10834
340,babe,4237,4533,4237,8770
341,strong,4235,7721,4235,11956
342,since,4234,4794,4234,9028
343,heaven,4207,7406,4207,11613
344,sound,4206,8271,4206,12477
345,goin,4182,4213,4182,8395
346,getting,4179,7303,4179,11482
347,you'd,4173,5729,4173,9902
348,shake,4138,6780,4138,10918
349,couldn't,4133,6023,4133,10156
350,tried,4125,5752,4125,9877
351,em,4114,7682,4114,11796
352,chance,4102,8427,4102,12529
353,forget,4086,7551,4086,11637
354,jesus,4086,5954,4086,10040
355,born,4082,5557,4082,9639
356,men,4042,6148,4042,10190
357,upon,4015,5374,4015,9389
358,deep,4004,7836,4004,11840
359,ready,3998,9693,3998,13691
360,mama,5735,3995,3995,9730
361,fun,3991,7417,3991,11408
362,white,3991,7038,3991,11029
363,darling,3989,4112,3989,8101
364,kiss,3952,7644,3952,11596
365,body,3947,10538,3947,14485
366,dead,3928,8608,3928,12536
367,red,3923,6608,3923,10531
368,running,3898,7747,3898,11645
369,ask,3890,6369,3890,10259
370,hurt,3831,5856,3831,9687
371,set,3815,7339,3815,11154
372,til,3799,6201,3799,10000
373,does,3786,6305,3786,10091
374,hide,3766,7397,3766,11163
375,bout,3754,4636,3754,8390
376,sleep,3746,6542,3746,10288
377,room,3728,6508,3728,10236
378,its,3713,5989,3713,9702
379,star,3686,5009,3686,8695
380,bed,3676,5245,3676,8921
381,part,3672,5929,3672,9601
382,dark,3616,7632,3616,11248
383,lie,3616,6714,3616,10330
384,says,3614,6305,3614,9919
385,river,3609,3915,3609,7524
386,ground,3601,6078,3601,9679
387,three,3597,5637,3597,9234
388,mother,3540,4211,3540,7751
389,meet,3531,5173,3531,8704
390,blues,4426,3527,3527,7953
391,train,3524,3975,3524,7499
392,peace,3507,4225,3507,7732
393,miss,3506,5250,3506,8756
394,doing,3505,4917,3505,8422
395,sit,3495,4353,3495,7848
396,brother,3453,3784,3453,7237
397,dancing,3447,4925,3447,8372
398,air,3437,5722,3437,9159
399,girls,3384,8911,3384,12295
400,beat,3365,12163,3365,15528
401,reason,3360,5662,3360,9022
402,bit,3348,4219,3348,7567
403,stars,3314,4883,3314,8197
404,hair,3269,4244,3269,7513
405,being,3264,4766,3264,8030
406,wild,3256,7219,3256,10475
407,walking,3253,5797,3253,9050
408,thinking,3224,4888,3224,8112
409,house,3223,7697,3223,10920
410,grow,3220,3652,3220,6872
411,warm,3208,3426,3208,6634
412,above,3195,4781,3195,7976
413,lies,3187,7537,3187,10724
414,lover,3182,5826,3182,9008
415,turned,3167,4685,3167,7852
416,takes,3160,5880,3160,9040
417,boys,3142,7685,3142,10827
418,next,3140,5822,3140,8962
419,word,3139,6473,3139,9612
420,wouldn't,3101,4315,3101,7416
421,bright,3080,3855,3080,6935
422,save,3048,5451,3048,8499
423,who's,3043,6219,3043,9262
424,eye,3039,5254,3039,8293
425,called,3036,4714,3036,7750
426,across,3035,4333,3035,7368
427,singing,3416,3033,3033,6449
428,nice,3024,4389,3024,7413
429,full,3022,5480,3022,8502
430,making,3017,5338,3017,8355
431,chorus,3015,8298,3015,11313
432,past,2994,4974,2994,7968
433,loves,2985,3883,2985,6868
434,summer,2966,3312,2966,6278
435,standing,2961,5336,2961,8297
436,slow,2955,4510,2955,7465
437,feelin,3159,2940,2940,6099
438,near,2936,4036,2936,6972
439,falling,2927,6022,2927,8949
440,share,2918,3865,2918,6783
441,use,2913,5208,2913,8121
442,rest,2912,4434,2912,7346
443,tired,2904,3755,2904,6659
444,crying,2872,4015,2872,6887
445,nothin,2872,3657,2872,6529
446,comin,2865,3516,2865,6381
447,thank,2928,2864,2864,5792
448,floor,2853,4969,2853,7822
449,low,2851,3578,2851,6429
450,daddy,2940,2840,2840,5780
451,green,2824,2937,2824,5761
452,dear,2815,2967,2815,5782
453,hit,2806,5845,2806,8651
454,beautiful,2802,2972,2802,5774
455,great,2796,4859,2796,7655
456,cool,2793,6248,2793,9041
457,gets,2793,5194,2793,7987
458,earth,2793,4696,2793,7489
459,talking,2786,4964,2786,7750
460,country,3057,2774,2774,5831
461,alive,2756,5764,2756,8520
462,truth,2747,5871,2747,8618
463,wanted,2742,5298,2742,8040
464,poor,2742,3210,2742,5952
465,everyone,2736,4247,2736,6983
466,bye,2835,2731,2731,5566
467,broken,2730,5802,2730,8532
468,blow,2704,4324,2704,7028
469,party,2689,7944,2689,10633
470,gold,2673,4025,2673,6698
471,glad,3016,2663,2663,5679
472,hell,2659,8025,2659,10684
473,wants,2655,5229,2655,7884
474,playing,2655,3997,2655,6652
475,power,2649,7603,2649,10252
476,blind,2648,4577,2648,7225
477,leaving,2647,3263,2647,5910
478,anymore,2628,4683,2628,7311
479,trouble,2627,3914,2627,6541
480,somewhere,2624,4085,2624,6709
481,which,2607,3728,2607,6335
482,both,2606,3887,2606,6493
483,wake,2603,4050,2603,6653
484,met,2600,3560,2600,6160
485,under,2594,7009,2594,9603
486,joy,2589,3568,2589,6157
487,tight,2583,5070,2583,7653
488,king,2581,5820,2581,8401
489,burning,2578,6408,2578,8986
490,drink,2569,3583,2569,6152
491,funky,2557,3248,2557,5805
492,wine,3095,2528,2528,5623
493,four,2521,3742,2521,6263
494,reach,2506,4559,2506,7065
495,between,2493,5080,2493,7573
496,feels,2489,4531,2489,7020
497,pass,2478,3575,2478,6053
498,midnight,2475,3184,2475,5659
499,wall,2473,5295,2473,7768
500,window,2472,3371,2472,5843
501,carry,2463,3457,2463,5920
502,follow,2451,4557,2451,7008
503,half,2445,3107,2445,5552
504,magic,2424,4006,2424,6430
505,ring,2424,3185,2424,5609
506,learn,2420,4787,2420,7207
507,jah,2413,3286,2413,5699
508,felt,2406,3925,2406,6331
509,most,2392,3274,2392,5666
510,someday,2392,2847,2392,5239
511,shall,2391,3321,2391,5712
512,yet,2389,4032,2389,6421
513,car,2382,4854,2382,7236
514,needs,2367,3882,2367,6249
515,songs,2562,2346,2346,4908
516,sight,2339,4005,2339,6344
517,known,2331,3499,2331,5830
518,higher,2323,3720,2323,6043
519,clear,2309,3969,2309,6278
520,laugh,2304,3433,2304,5737
521,step,2300,5505,2300,7805
522,ways,2294,3455,2294,5749
523,fear,2290,6121,2290,8411
524,catch,2287,3506,2287,5793
525,spend,2273,3211,2273,5484
526,doin,2273,2797,2273,5070
527,wasn't,2264,3285,2264,5549
528,lives,2257,4817,2257,7074
529,war,2251,6255,2251,8506
530,band,2678,2249,2249,4927
531,he'll,2247,3377,2247,5624
532,woo,2802,2239,2239,5041
533,strange,2217,3629,2217,5846
534,gimme,2215,3090,2215,5305
535,shoes,2207,2798,2207,5005
536,story,2206,4007,2206,6213
537,hoo,2584,2205,2205,4789
538,win,2202,4421,2202,6623
539,burn,2199,5213,2199,7412
540,boogie,3212,2199,2199,5411
541,hello,2196,2634,2196,4830
542,afraid,2188,3972,2188,6160
543,everywhere,2179,3638,2179,5817
544,isn't,2175,3799,2175,5974
545,mountain,2394,2175,2175,4569
546,tree,2167,2200,2167,4367
547,calling,2166,4690,2166,6856
548,answer,2164,3642,2164,5806
549,tryin,2159,2379,2159,4538
550,yesterday,2154,2312,2154,4466
551,ago,2153,2687,2153,4840
552,mr,2147,2810,2147,4957
553,read,2140,3699,2140,5839
554,father,2128,3028,2128,5156
555,queen,2120,2361,2120,4481
556,number,2117,4098,2117,6215
557,she'll,2113,3050,2113,5163
558,taking,2107,4112,2107,6219
559,five,2105,3309,2105,5414
560,lead,2103,3425,2103,5528
561,treat,2101,2770,2101,4871
562,ho,2094,3841,2094,5935
563,fell,2093,3025,2093,5118
564,yours,2084,3543,2084,5627
565,top,2075,4591,2075,6666
566,they'll,2073,3488,2073,5561
567,gettin,2073,2887,2073,4960
568,silver,2299,2073,2073,4372
569,year,2070,2944,2070,5014
570,saying,2063,3633,2063,5696
571,walked,2060,2939,2060,4999
572,caught,2057,4128,2057,6185
573,nowhere,2055,3572,2055,5627
574,voice,2053,4922,2053,6975
575,wife,2050,2385,2050,4435
576,cried,2049,2053,2049,4102
577,talkin,2040,2873,2040,4913
578,empty,2039,3666,2039,5705
579,send,2027,3397,2027,5424
580,stone,2021,3272,2021,5293
581,buy,2010,3259,2010,5269
582,almost,2010,2598,2010,4608
583,shame,2007,2963,2007,4970
584,streets,1995,4338,1995,6333
585,shining,1986,2926,1986,4912
586,sorry,1983,3172,1983,5155
587,gun,1977,3911,1977,5888
588,drive,1971,4187,1971,6158
589,outside,1967,3626,1967,5593
590,fill,1944,2801,1944,4745
591,different,1929,3740,1929,5669
592,angel,1925,3893,1925,5818
593,dog,1925,3160,1925,5085
594,christmas,1910,3115,1910,5025
595,guitar,2096,1910,1910,4006
596,moment,1908,3973,1908,5881
597,everybody's,1904,2333,1904,4237
598,cross,1897,3402,1897,5299
599,turning,1892,3532,1892,5424
600,school,1891,3263,1891,5154
601,love's,1879,3072,1879,4951
602,throw,1859,3612,1859,5471
603,sunshine,3679,1855,1855,5534
604,runnin,1854,2791,1854,4645
605,devil,1854,2469,1854,4323
606,straight,1847,4188,1847,6035
607,sitting,1843,2359,1843,4202
608,death,1836,7155,1836,8991
609,died,1834,2531,1834,4365
610,played,1834,2362,1834,4196
611,freedom,1833,3232,1833,5065
612,lips,1832,2975,1832,4807
613,hearts,1830,5850,1830,7680
614,longer,1821,2832,1821,4653
615,somehow,1804,2364,1804,4168
616,brought,1930,1800,1800,3730
617,ten,1797,2684,1797,4481
618,pride,1787,3024,1787,4811
619,dawn,1787,2458,1787,4245
620,beside,1771,1910,1771,3681
621,quite,1767,2459,1767,4226
622,watching,1761,3906,1761,5667
623,belong,1761,2419,1761,4180
624,few,1760,2351,1760,4111
625,brand,1760,2094,1760,3854
626,pray,1758,3266,1758,5024
627,darkness,1754,3650,1754,5404
628,news,1747,2746,1747,4493
629,evening,1861,1746,1746,3607
630,bound,1743,1842,1743,3585
631,golden,1739,2120,1739,3859
632,snow,1732,1851,1732,3583
633,guy,1731,3391,1731,5122
634,write,1727,2219,1727,3946
635,changed,1725,2516,1725,4241
636,telling,1723,3051,1723,4774
637,knees,1718,3362,1718,5080
638,trees,1717,1783,1717,3500
639,tear,1715,3298,1715,5013
640,future,1712,3719,1712,5431
641,di,1709,5363,1709,7072
642,shout,1706,3927,1706,5633
643,space,1700,2870,1700,4570
644,cut,1698,4309,1698,6007
645,sign,1693,3037,1693,4730
646,cannot,1685,3237,1685,4922
647,holding,1684,3762,1684,5446
648,corner,1682,2441,1682,4123
649,eat,1680,3610,1680,5290
650,lovers,1678,3477,1678,5155
651,working,1675,3045,1675,4720
652,thousand,1664,2876,1664,4540
653,pick,1662,2697,1662,4359
654,wear,1658,2795,1658,4453
655,funk,1658,2423,1658,4081
656,kill,1654,5276,1654,6930
657,control,1648,6005,1648,7653
658,million,1647,2849,1647,4496
659,hour,1633,2737,1633,4370
660,special,1632,3279,1632,4911
661,oo,1629,1718,1629,3347
662,against,1625,3512,1625,5137
663,feelings,1622,3346,1622,4968
664,rather,1614,2014,1614,3628
665,memory,1605,2756,1605,4361
666,c'mon,1604,2454,1604,4058
667,we'd,1603,2055,1603,3658
668,clouds,1601,1956,1601,3557
669,finally,1600,2433,1600,4033
670,wings,1590,2251,1590,3841
671,mad,1589,3345,1589,4934
672,knowing,1589,1921,1589,3510
673,early,1738,1584,1584,3322
674,held,1581,2330,1581,3911
675,shot,1580,3423,1580,5003
676,flying,1579,1801,1579,3380
677,glory,1576,2868,1576,4444
678,y'all,1574,3549,1574,5123
679,dancin,1574,1978,1574,3552
680,sugar,1573,1975,1573,3548
681,sand,1565,2140,1565,3705
682,dry,1562,2150,1562,3712
683,rose,1561,1689,1561,3250
684,mighty,1559,1777,1559,3336
685,fair,1558,1745,1558,3303
686,hill,1559,1545,1545,3104
687,whatever,1543,2351,1543,3894
688,dying,1540,2877,1540,4417
689,jump,1540,2732,1540,4272
690,minute,1540,2518,1540,4058
691,small,1536,2590,1536,4126
692,brown,1530,1705,1530,3235
693,leaves,1522,1878,1522,3400
694,worth,1514,2677,1514,4191
695,dirty,1514,2542,1514,4056
696,having,1512,2272,1512,3784
697,dreaming,1511,3045,1511,4556
698,winter,1506,1724,1506,3230
699,spirit,1505,2724,1505,4229
700,letter,1503,1589,1503,3092
701,speak,1502,3285,1502,4787
702,faces,1500,2324,1500,3824
703,groove,1496,2788,1496,4284
704,pull,1495,2911,1495,4406
705,radio,1493,3824,1493,5317
706,filled,1491,2097,1491,3588
707,broke,1484,2527,1484,4011
708,saturday,1483,1590,1483,3073
709,meant,1476,2783,1476,4259
710,walkin,1472,1872,1472,3344
711,he'd,1468,1748,1468,3216
712,clean,1466,2214,1466,3680
713,thoughts,1465,2401,1465,3866
714,family,1465,2303,1465,3768
715,soft,1462,1783,1462,3245
716,seven,1460,2292,1460,3752
717,loud,1459,2883,1459,4342
718,clothes,1459,2194,1459,3653
719,lovely,1665,1456,1456,3121
720,asked,1453,1882,1453,3335
721,movin,1450,1552,1450,3002
722,lying,1449,2574,1449,4023
723,growing,1447,1755,1447,3202
724,fade,1442,2758,1442,4200
725,six,1442,2253,1442,3695
726,sunday,1602,1442,1442,3044
727,simple,1428,1932,1428,3360
728,skies,1427,2046,1427,3473
729,tune,1424,1480,1424,2904
730,begin,1422,2388,1422,3810
731,hanging,1422,2068,1422,3490
732,anyone,1419,2639,1419,4058
733,happen,1419,2584,1419,4003
734,york,1419,2028,1419,3447
735,smoke,1411,2182,1411,3593
736,bop,1410,1969,1410,3379
737,anyway,1409,2343,1409,3752
738,happiness,1599,1408,1408,3007
739,flowers,1408,1438,1408,2846
740,loose,1405,2541,1405,3946
741,happened,1405,1928,1405,3333
742,ocean,1404,2064,1404,3468
743,doubt,1398,2877,1398,4275
744,johnny,1396,1778,1396,3174
745,man's,1392,2158,1392,3550
746,jack,1390,1653,1390,3043
747,lived,1389,1520,1389,2909
748,learned,1386,2092,1386,3478
749,trust,1385,3126,1385,4511
750,rhythm,1381,3243,1381,4624
751,promise,1375,2702,1375,4077
752,kept,1375,1976,1375,3351
753,sail,1536,1373,1373,2909
754,losing,1370,2244,1370,3614
755,hours,1369,1965,1369,3334
756,bird,1883,1356,1356,3239
757,brain,1352,3014,1352,4366
758,luck,1350,2244,1350,3594
759,they've,1346,2227,1346,3573
760,holy,1343,3082,1343,4425
761,stood,1343,1831,1343,3174
762,makin,1343,1826,1343,3169
763,dig,1337,1640,1337,2977
764,taste,1335,2661,1335,3996
765,lucky,1335,2198,1335,3533
766,surely,1335,1406,1335,2741
767,proud,1334,2025,1334,3359
768,here's,1331,2645,1331,3976
769,mary,1421,1326,1326,2747
770,bet,1319,2054,1319,3373
771,key,1318,2346,1318,3664
772,doctor,1315,1685,1315,3000
773,phone,1314,2929,1314,4243
774,closer,1311,3049,1311,4360
775,stuff,1308,2077,1308,3385
776,fever,1303,1517,1303,2820
777,disco,1369,1303,1303,2672
778,stranger,1302,2735,1302,4037
779,satisfied,1297,1461,1297,2758
780,west,1293,2138,1293,3431
781,crowd,1292,2693,1292,3985
782,haven't,1287,2037,1287,3324
783,machine,1285,2080,1285,3365
784,rollin,1452,1282,1282,2734
785,brings,1280,1594,1280,2874
786,evil,1278,3474,1278,4752
787,de,1276,2928,1276,4204
788,places,1276,1758,1276,3034
789,race,1275,2545,1275,3820
790,ship,1273,1440,1273,2713
791,cat,1269,1737,1269,3006
792,changes,1268,1568,1268,2836
793,cos,1265,2718,1265,3983
794,job,1265,2491,1265,3756
795,folks,1702,1265,1265,2967
796,ran,1264,1882,1264,3146
797,build,1262,1859,1262,3121
798,second,1258,2991,1258,4249
799,cryin,1256,1286,1256,2542
800,realize,1251,2231,1251,3482
801,heat,1248,4193,1248,5441
802,picture,1248,2381,1248,3629
803,nine,1247,1641,1247,2888
804,life's,1245,1857,1245,3102
805,everyday,1244,2297,1244,3541
806,sounds,1244,2042,1244,3286
807,ow,1237,1935,1237,3172
808,style,1236,3183,1236,4419
809,there'll,1230,1540,1230,2770
810,middle,1228,2385,1228,3613
811,mess,1228,2289,1228,3517
812,front,1226,2562,1226,3788
813,desire,1225,3670,1225,4895
814,mercy,1223,2072,1223,3295
815,passing,1222,1472,1222,2694
816,repeat,1217,2646,1217,3863
817,drop,1214,2636,1214,3850
818,turns,1213,2594,1213,3807
819,paradise,1208,2563,1208,3771
820,rockin,1207,2828,1207,4035
821,john,1207,1335,1207,2542
822,somethin,1204,1873,1204,3077
823,spent,1200,1633,1200,2833
824,searching,1199,2449,1199,3648
825,starts,1186,2325,1186,3511
826,kid,1182,2357,1182,3539
827,brothers,1181,1648,1181,2829
828,hurts,1178,1891,1178,3069
829,kinda,1176,1685,1176,2861
