rank,token,left_count,right_count,min_count,sum_count
830,others,1172,2118,1172,3290
831,knock,1169,1920,1169,3089
832,hundred,1167,1826,1167,2993
833,laughing,1166,1901,1166,3067
834,wheel,1165,1528,1165,2693
835,bear,1164,1417,1164,2581
836,twenty,1164,1395,1164,2559
837,sleeping,1162,1713,1162,2875
838,dee,1162,1265,1162,2427
839,bar,1160,1680,1160,2840
840,check,1156,3386,1156,4542
841,skin,1156,3114,1156,4270
842,book,1156,2178,1156,3334
843,fingers,1153,1866,1153,3019
844,ma,1149,2175,1149,3324
845,stick,1147,2088,1147,3235
846,flow,1145,1920,1145,3065
847,breath,1139,2836,1139,3975
848,count,1133,2430,1133,3563
849,glass,1129,1983,1129,3112
850,began,1129,1368,1129,2497
851,tender,1127,1759,1127,2886
852,storm,1126,2407,1126,3533
853,rich,1126,1944,1126,3070
854,scene,1122,2157,1122,3279
855,moonlight,1121,1563,1121,2684
856,price,1118,2715,1118,3833
857,join,1117,1604,1117,2721
858,mouth,1116,2912,1116,4028
859,riding,1115,1561,1115,2676
860,mister,1114,1142,1114,2256
861,sin,1113,2407,1113,3520
862,welcome,1112,1711,1112,2823
863,instead,1103,1725,1103,2828
864,return,1091,2197,1091,3288
865,breaking,1090,2835,1090,3925
866,plan,1090,2137,1090,3227
867,beyond,1090,2130,1090,3220
868,birds,1260,1090,1090,2350
869,waitin,1089,1391,1089,2480
870,laid,1086,1317,1086,2403
871,climb,1083,1527,1083,2610
872,swear,1082,1576,1082,2658
873,choose,1078,2398,1078,3476
874,dollar,1073,1391,1073,2464
875,th,1069,2008,1069,3077
876,steal,1068,2188,1068,3256
877,passed,1068,1301,1068,2369
878,anybody,1067,1589,1067,2656
879,laughter,1067,1295,1067,2362
880,gives,1064,1834,1064,2898
881,beauty,1063,1714,1063,2777
882,seemed,1057,1436,1057,2493
883,wrote,1057,1180,1057,2237
884,boom,1053,1716,1053,2769
885,dem,1052,3422,1052,4474
886,given,1051,1961,1051,3012
887,changing,1051,1766,1051,2817
888,whoo,1051,1225,1051,2276
889,okay,1050,2594,1050,3644
890,shadow,1049,2407,1049,3456
891,south,1046,1513,1046,2559
892,games,1043,2356,1043,3399
893,sick,1037,2406,1037,3443
894,twice,1037,2011,1037,3048
895,precious,1037,1603,1037,2640
896,walls,1035,3134,1035,4169
897,single,1033,1660,1033,2693
898,spring,1356,1033,1033,2389
899,waste,1030,2605,1030,3635
900,slip,1029,2079,1029,3108
901,faith,1026,2704,1026,3730
902,piece,1024,2138,1024,3162
903,shines,1021,1240,1021,2261
904,become,1017,1900,1017,2917
905,thrill,1014,1674,1014,2688
906,mountains,1013,1247,1013,2260
907,breeze,1102,1013,1013,2115
908,below,1012,1635,1012,2647
909,insane,1011,2098,1011,3109
910,perfect,1010,3205,1010,4215
911,bottle,1010,1191,1010,2201
912,push,1008,2661,1008,3669
913,beneath,1006,1540,1006,2546
914,givin,1005,1241,1005,2246
915,saved,1005,1224,1005,2229
916,romance,1003,2214,1003,3217
917,playin,1003,1470,1003,2473
918,lines,1000,2104,1000,3104
919,driving,994,2057,994,3051
920,thunder,989,2203,989,3192
921,mirror,988,2195,988,3183
922,fallin,988,1010,988,1998
923,shoot,987,2331,987,3318
924,tells,987,1447,987,2434
925,deal,986,2047,986,3033
926,business,986,1625,986,2611
927,stopped,986,1320,986,2306
928,age,982,1993,982,2975
929,week,982,1552,982,2534
930,angels,981,2207,981,3188
931,bells,981,1401,981,2382
932,ice,980,3064,980,4044
933,troubles,978,1061,978,2039
934,sense,974,2467,974,3441
935,wondering,972,1303,972,2275
936,grass,968,978,968,1946
937,fighting,965,2638,965,3603
938,sent,963,1617,963,2580
939,weather,962,1440,962,2402
940,lots,957,1376,957,2333
941,cares,954,1831,954,2785
942,whenever,954,1475,954,2429
943,grey,954,1338,954,2292
944,anywhere,952,1494,952,2446
945,joe,947,1170,947,2117
946,melody,970,947,947,1917
947,shore,941,1222,941,2163
948,less,940,1908,940,2848
949,ooo,1116,940,940,2056
950,thee,938,1001,938,1939
951,wise,937,1399,937,2336
952,bought,935,1515,935,2450
953,suddenly,930,1364,930,2294
954,gentle,970,929,929,1899
955,winds,928,1166,928,2094
956,sat,924,1023,924,1947
957,survive,917,2541,917,3458
958,spread,917,1432,917,2349
959,spell,916,1861,916,2777
960,weak,915,2117,915,3032
961,teach,915,1560,915,2475
962,foot,914,1463,914,2377
963,flame,913,2427,913,3340
964,scream,912,3305,912,4217
965,surprise,910,1756,910,2666
966,ought,910,1071,910,1981
967,takin,909,1365,909,2274
968,pretend,908,1701,908,2609
969,already,906,1696,906,2602
970,baby's,905,1142,905,2047
971,explain,904,1626,904,2530
972,hoping,904,1329,904,2233
973,telephone,902,1814,902,2716
974,law,895,2242,895,3137
975,grows,894,1244,894,2138
976,bridge,893,1448,893,2341
977,fools,892,1728,892,2620
978,america,892,1688,892,2580
979,eight,892,1222,892,2114
980,drinking,892,1088,892,1980
981,whisper,891,1441,891,2332
982,singin,1196,891,891,2087
983,hall,889,1049,889,1938
984,bone,888,1817,888,2705
985,fate,887,1945,887,2832
986,mystery,887,1934,887,2821
987,cup,887,925,887,1812
988,bless,903,887,887,1790
989,everything's,884,1083,884,1967
990,paper,882,1411,882,2293
991,plain,882,1177,882,2059
992,horse,882,1117,882,1999
993,praise,881,2089,881,2970
994,kick,878,2538,878,3416
995,stronger,878,1795,878,2673
996,bread,910,878,878,1788
997,safe,877,1945,877,2822
998,raise,877,1718,877,2595
999,bell,877,1150,877,2027
1000,pack,875,1396,875,2271
1001,leavin,964,870,870,1834
1002,workin,868,1121,868,1989
1003,daughter,878,866,866,1744
1004,case,863,1441,863,2304
1005,ear,859,1361,859,2220
1006,smiles,859,991,859,1850
1007,sang,1156,858,858,2014
1008,rising,856,1588,856,2444
1009,garden,850,1132,850,1982
1010,hills,850,1094,850,1944
1011,fact,847,1984,847,2831
1012,wheels,847,1314,847,2161
1013,misery,847,1101,847,1948
1014,search,846,1462,846,2308
1015,roses,845,961,845,1806
1016,woke,844,1040,844,1884
1017,double,843,1734,843,2577
1018,quiet,843,1562,843,2405
1019,asking,842,1406,842,2248
1020,rules,841,2426,841,3267
1021,quit,841,1241,841,2082
1022,hallelujah,902,841,841,1743
1023,sayin,840,1483,840,2323
1024,married,906,840,840,1746
1025,act,837,2283,837,3120
1026,promised,837,1302,837,2139
1027,won,836,1485,836,2321
1028,hat,835,1127,835,1962
1029,hole,834,1873,834,2707
1030,hi,831,1483,831,2314
1031,hung,831,857,831,1688
1032,kissed,829,1096,829,1925
1033,guide,828,976,828,1804
1034,paid,826,1795,826,2621
1035,ends,826,1730,826,2556
1036,minds,824,1711,824,2535
1037,rough,824,1665,824,2489
1038,mornin,1299,823,823,2122
1039,least,822,1432,822,2254
1040,dress,821,1789,821,2610
1041,beer,819,1480,819,2299
1042,missing,817,1893,817,2710
1043,seeing,817,1261,817,2078
1044,company,816,1149,816,1965
1045,bill,815,1024,815,1839
1046,silent,813,1747,813,2560
1047,silence,812,2024,812,2836
1048,freak,808,2294,808,3102
1049,dime,807,925,807,1732
1050,fame,806,1340,806,2146
1051,touched,806,1148,806,1954
1052,rhyme,805,2709,805,3514
1053,heads,805,1505,805,2310
1054,ears,805,1402,805,2207
1055,they'd,805,985,805,1790
1056,billy,916,805,805,1721
1057,plays,802,1178,802,1980
1058,wave,801,1490,801,2291
1059,bend,800,1044,800,1844
1060,sir,800,875,800,1675
1061,crime,798,2506,798,3304
1062,hangin,797,961,797,1758
1063,harmony,795,841,795,1636
1064,tv,794,2339,794,3133
1065,strength,793,2159,793,2952
1066,smell,792,1428,792,2220
1067,although,790,925,790,1715
1068,prove,789,1751,789,2540
1069,harder,789,1484,789,2273
1070,hollywood,789,989,789,1778
1071,lazy,819,789,789,1608
1072,dressed,788,1420,788,2208
1073,keeping,783,1340,783,2123
1074,shoulder,783,1278,783,2061
1075,bottom,783,1188,783,1971
1076,burnin,782,1607,782,2389
1077,island,782,1191,782,1973
1078,fish,782,1094,782,1876
1079,fancy,823,782,782,1605
1080,chains,781,1820,781,2601
1081,forgive,779,1193,779,1972
1082,often,779,976,779,1755
1083,sings,788,774,774,1562
1084,flower,815,773,773,1588
1085,nose,772,1124,772,1896
1086,clap,771,1306,771,2077
1087,calls,770,1668,770,2438
1088,food,769,1690,769,2459
1089,sunny,927,768,768,1695
1090,scared,766,2132,766,2898
1091,pieces,766,1431,766,2197
1092,affair,766,1155,766,1921
1093,course,765,1281,765,2046
1094,god's,765,1254,765,2019
1095,meaning,764,1181,764,1945
1096,bus,764,1109,764,1873
1097,natural,862,759,759,1621
1098,outta,758,1476,758,2234
1099,stayed,757,837,757,1594
1100,bay,757,768,757,1525
1101,watched,756,1105,756,1861
1102,built,752,1485,752,2237
1103,whose,752,1133,752,1885
1104,feed,750,1467,750,2217
1105,thinks,750,1149,750,1899
1106,park,749,1244,749,1993
1107,loneliness,749,950,749,1699
1108,lifetime,748,1164,748,1912
1109,pleasure,745,2077,745,2822
1110,ol,1014,745,745,1759
1111,judge,745,875,745,1620
1112,candy,743,962,743,1705
1113,wah,743,754,743,1497
1114,row,816,741,741,1557
1115,travel,736,853,736,1589
1116,hip,735,2297,735,3032
1117,beg,735,1093,735,1828
1118,somebody's,735,1071,735,1806
1119,silly,735,1013,735,1748
1120,dread,936,735,735,1671
1121,stands,734,1367,734,2101
1122,cast,733,1302,733,2035
1123,bow,733,1202,733,1935
1124,weary,733,792,733,1525
1125,kisses,731,1161,731,1892
1126,wash,731,1155,731,1886
1127,mile,731,853,731,1584
1128,cries,730,1715,730,2445
1129,prayer,730,1544,730,2274
1130,clock,730,1388,730,2118
1131,quick,729,1480,729,2209
1132,texas,729,902,729,1631
1133,flies,729,882,729,1611
1134,waves,728,1270,728,1998
1135,drunk,728,1230,728,1958
1136,valley,728,923,728,1651
1137,eyed,758,728,728,1486
1138,voices,724,1815,724,2539
1139,stare,722,1591,722,2313
1140,boat,722,1119,722,1841
1141,hardly,722,930,722,1652
1142,stuck,721,1490,721,2211
1143,lightning,720,1286,720,2006
1144,wow,720,1203,720,1923
1145,nobody's,720,1101,720,1821
1146,begins,719,1428,719,2147
1147,anytime,719,1067,719,1786
1148,falls,718,1800,718,2518
1149,north,718,995,718,1713
1150,wo,717,829,717,1546
1151,weekend,717,718,717,1435
1152,master,716,2333,716,3049
1153,cars,716,1405,716,2121
1154,swing,713,1390,713,2103
1155,chain,713,1311,713,2024
1156,pa,713,724,713,1437
1157,diamond,712,1082,712,1794
1158,strangers,710,1351,710,2061
1159,wherever,710,1138,710,1848
1160,glow,709,951,709,1660
1161,monday,709,858,709,1567
1162,sold,705,1181,705,1886
1163,coffee,705,861,705,1566
1164,grew,705,840,705,1545
1165,tellin,704,977,704,1681
1166,sadness,704,710,704,1414
1167,locked,703,1559,703,2262
1168,blows,703,1302,703,2005
1169,question,702,1677,702,2379
1170,tide,701,1192,701,1893
1171,foolish,701,1061,701,1762
1172,spoken,701,935,701,1636
1173,comfort,701,922,701,1623
1174,tough,700,2967,700,3667
1175,cover,699,2003,699,2702
1176,guys,699,1769,699,2468
1177,store,699,1226,699,1925
1178,california,1069,699,699,1768
1179,goodnight,699,726,699,1425
1180,fantasy,698,2087,698,2785
1181,pity,698,906,698,1604
1182,hiding,697,1479,697,2176
1183,sailing,717,696,696,1413
1184,recall,694,833,694,1527
1185,afternoon,703,694,694,1397
1186,legs,692,1380,692,2072
1187,moves,691,1753,691,2444
1188,bang,690,1905,690,2595
1189,world's,690,1151,690,1841
1190,desert,689,1153,689,1842
1191,dreamed,689,911,689,1600
1192,plane,688,1033,688,1721
1193,action,687,1936,687,2623
1194,self,685,1850,685,2535
1195,church,685,1172,685,1857
1196,ticket,685,906,685,1591
1197,friday,684,1006,684,1690
1198,missed,684,972,684,1656
1199,nearly,684,821,684,1505
1200,grace,683,1482,683,2165
1201,waited,682,1243,682,1925
1202,one's,681,1659,681,2340
1203,re,681,1234,681,1915
1204,bum,1030,680,680,1710
1205,moved,679,985,679,1664
1206,chair,678,878,678,1556
1207,tea,677,741,677,1418
1208,opened,676,1019,676,1695
1209,runs,675,1401,675,2076
1210,raised,674,816,674,1490
1211,tie,673,927,673,1600
1212,rocking,672,1118,672,1790
1213,beware,668,1110,668,1778
1214,monkey,668,997,668,1665
1215,reaching,667,1236,667,1903
1216,headed,667,943,667,1610
1217,clown,666,845,666,1511
1218,walks,665,1179,665,1844
1219,situation,664,1301,664,1965
1220,lift,663,1624,663,2287
1221,likes,663,1232,663,1895
1222,showed,661,979,661,1640
1223,rainy,713,661,661,1374
1224,waters,661,662,661,1323
1225,reality,660,1544,660,2204
1226,whiskey,804,660,660,1464
1227,flash,659,1339,659,1998
1228,thy,658,888,658,1546
1229,choice,657,1893,657,2550
1230,grave,656,1500,656,2156
1231,reasons,655,1255,655,1910
1232,flight,655,1026,655,1681
1233,shows,654,1182,654,1836
1234,papa,901,654,654,1555
1235,standin,651,841,651,1492
1236,pocket,649,1201,649,1850
1237,speed,648,1450,648,2098
1238,sigh,648,650,648,1298
1239,awake,647,1480,647,2127
1240,sisters,646,817,646,1463
1241,ghetto,646,665,646,1311
1242,american,643,1439,643,2082
1243,himself,643,985,643,1628
1244,among,641,795,641,1436
1245,hotel,640,1057,640,1697
1246,sometime,639,641,639,1280
1247,hero,638,1357,638,1995
1248,aw,637,693,637,1330
1249,bite,636,1864,636,2500
1250,fortune,636,1043,636,1679
1251,shut,635,1848,635,2483
1252,cruel,635,1367,635,2002
1253,distant,633,1082,633,1715
1254,stole,633,947,633,1580
1255,rule,632,1766,632,2398
1256,something's,632,1131,632,1763
1257,satisfy,632,919,632,1551
1258,someone's,630,1288,630,1918
1259,spinning,629,1022,629,1651
1260,rings,628,914,628,1542
1261,lean,628,890,628,1518
1262,fears,627,1329,627,1956
1263,paint,626,1071,626,1697
1264,jail,625,879,625,1504
1265,gray,624,686,624,1310
1266,sees,623,1251,623,1874
1267,wood,623,719,623,1342
1268,arm,622,1114,622,1736
1269,problems,621,1262,621,1883
1270,captain,621,919,621,1540
1271,killing,619,1580,619,2199
1272,pure,619,1362,619,1981
1273,reached,618,827,618,1445
1274,nation,617,1649,617,2266
1275,mistake,616,1549,616,2165
1276,closed,616,1146,616,1762
1277,wanting,616,1079,616,1695
1278,knife,614,1776,614,2390
1279,ending,613,1007,613,1620
1280,blessed,613,844,613,1457
1281,fi,612,2548,612,3160
1282,flowing,631,612,612,1243
1283,downtown,611,1112,611,1723
1284,thin,610,1288,610,1898
1285,threw,610,1026,610,1636
1286,distance,608,1524,608,2132
1287,vain,608,1147,608,1755
1288,direction,608,1021,608,1629
1289,jimmy,608,887,608,1495
1290,babylon,605,853,605,1458
1291,jungle,603,1342,603,1945
1292,laughed,603,710,603,1313
1293,certain,602,1177,602,1779
1294,wishing,602,1023,602,1625
1295,spoke,601,704,601,1305
1296,seat,600,1214,600,1814
1297,asleep,600,1067,600,1667
1298,wasted,600,1042,600,1642
1299,blew,599,759,599,1358
1300,bother,598,1087,598,1685
1301,chase,598,961,598,1559
1302,truly,598,813,598,1411
1303,bringing,598,781,598,1379
1304,lock,597,1530,597,2127
1305,daddy's,597,754,597,1351
1306,awhile,679,597,597,1276
1307,dad,596,916,596,1512
1308,bag,596,914,596,1510
1309,smiled,596,624,596,1220
1310,spin,595,1072,595,1667
1311,worked,595,823,595,1418
1312,danger,594,2517,594,3111
1313,color,592,990,592,1582
1314,callin,592,808,592,1400
1315,dare,591,1556,591,2147
1316,whether,591,838,591,1429
1317,dum,775,591,591,1366
1318,santa,590,718,590,1308
1319,jive,684,590,590,1274
1320,drove,589,748,589,1337
1321,busy,588,1523,588,2111
1322,cost,588,1001,588,1589
1323,box,587,1696,587,2283
1324,grab,587,1426,587,2013
1325,listening,587,1064,587,1651
1326,learning,587,775,587,1362
1327,rivers,587,647,587,1234
1328,drag,585,1161,585,1746
1329,drivin,585,718,585,1303
1330,heartache,584,1442,584,2026
1331,stories,581,994,581,1575
1332,shy,579,1234,579,1813
1333,confusion,579,1095,579,1674
1334,dogs,578,1120,578,1698
1335,sha,578,924,578,1502
1336,class,577,1314,577,1891
1337,shouldn't,577,1199,577,1776
1338,screaming,576,1740,576,2316
1339,uncle,576,589,576,1165
1340,grand,574,887,574,1461
1341,knee,574,629,574,1203
1342,gently,574,598,574,1172
1343,seek,573,1195,573,1768
1344,suit,572,794,572,1366
1345,dreamin,571,877,571,1448
1346,harm,571,756,571,1327
1347,promises,570,1486,570,2056
1348,guns,570,1242,570,1812
1349,happens,569,1500,569,2069
1350,wee,569,575,569,1144
1351,worse,568,1114,568,1682
1352,brave,568,1063,568,1631
1353,pop,567,1525,567,2092
1354,hopes,567,872,567,1439
1355,heavenly,566,702,566,1268
1356,gas,565,914,565,1479
1357,gate,565,712,565,1277
1358,searchin,565,697,565,1262
1359,killed,564,1221,564,1785
1360,finger,562,1166,562,1728
1361,breathe,560,1416,560,1976
1362,sexy,560,1407,560,1967
1363,tongue,560,1314,560,1874
1364,person,560,1094,560,1654
1365,gather,560,709,560,1269
1366,settle,559,821,559,1380
1367,lied,559,818,559,1377
1368,nor,559,737,559,1296
1369,lee,559,694,559,1253
1370,pie,559,634,559,1193
1371,edge,558,2207,558,2765
1372,starting,558,912,558,1470
1373,named,558,716,558,1274
1374,pictures,557,1088,557,1645
1375,preacher,582,557,557,1139
1376,sweeter,684,555,555,1239
1377,southern,555,558,555,1113
1378,shaking,554,904,554,1458
1379,turnin,554,823,554,1377
1380,weren't,553,744,553,1297
1381,record,551,1426,551,1977
1382,bitter,551,1075,551,1626
1383,angry,551,932,551,1483
1384,thirty,551,669,551,1220
1385,babies,551,625,551,1176
1386,ridin,754,550,550,1304
1387,picked,550,706,550,1256
1388,endless,547,1493,547,2040
1389,gypsy,689,547,547,1236
1390,torn,546,1134,546,1680
1391,wearing,546,1053,546,1599
1392,san,546,546,546,1092
1393,shit,545,2798,545,3343
1394,questions,545,1165,545,1710
1395,signs,545,1130,545,1675
1396,coat,545,746,545,1291
1397,except,545,746,545,1291
1398,whistle,544,547,544,1091
1399,souls,543,1472,543,2015
1400,ghost,543,1440,543,1983
1401,kingdom,543,976,543,1519
1402,daylight,543,829,543,1372
1403,cha,542,1129,542,1671
1404,answers,541,1175,541,1716
1405,ee,541,643,541,1184
1406,o'clock,540,842,540,1382
1407,greatest,540,814,540,1354
1408,ringing,539,838,539,1377
1409,chicken,538,658,538,1196
1410,final,537,1640,537,2177
1411,fallen,537,1151,537,1688
1412,holds,535,1054,535,1589
1413,prison,535,775,535,1310
1414,planned,535,749,535,1284
1415,stream,535,558,535,1093
1416,drinkin,550,533,533,1083
1417,enjoy,531,960,531,1491
1418,gon,549,531,531,1080
1419,gal,530,703,530,1233
1420,steady,529,1055,529,1584
1421,james,529,633,529,1162
1422,noise,528,1508,528,2036
1423,vision,528,1441,528,1969
1424,lotta,576,528,528,1104
1425,oughta,553,528,528,1081
1426,talked,527,690,527,1217
1427,boots,526,808,526,1334
1428,problem,525,1369,525,1894
1429,faster,525,1201,525,1726
1430,holdin,525,803,525,1328
1431,bein,534,525,525,1059
1432,escape,524,1896,524,2420
1433,danced,522,747,522,1269
1434,remain,521,1052,521,1573
1435,instrumental,523,521,521,1044
1436,seasons,519,576,519,1095
1437,where's,517,1377,517,1894
1438,led,517,758,517,1275
1439,bee,517,730,517,1247
1440,crossed,517,610,517,1127
1441,beach,516,1440,516,1956
1442,slide,515,850,515,1365
1443,holiday,515,841,515,1356
1444,decide,514,1109,514,1623
1445,lets,514,952,514,1466
1446,shared,514,767,514,1281
1447,lately,514,716,514,1230
1448,underneath,513,1006,513,1519
1449,reggae,513,914,513,1427
1450,roads,513,525,513,1038
1451,hop,512,1536,512,2048
1452,windows,511,930,511,1441
1453,journey,511,684,511,1195
1454,shade,511,640,511,1151
1455,waits,510,893,510,1403
1456,note,510,661,510,1171
1457,worried,509,619,509,1128
1458,pillow,509,596,509,1105
1459,simply,508,772,508,1280
1460,sunlight,519,508,508,1027
1461,passion,507,2313,507,2820
1462,painted,507,816,507,1323
1463,drift,507,640,507,1147
1464,alley,507,538,507,1045
1465,disguise,506,1393,506,1899
1466,string,506,635,506,1141
1467,swim,505,794,505,1299
1468,loser,502,679,502,1181
1469,jones,561,501,501,1062
1470,cheap,500,1119,500,1619
1471,rocks,500,1107,500,1607
1472,ding,499,603,499,1102
1473,building,498,1121,498,1619
1474,madness,498,1114,498,1612
1475,woman's,591,498,498,1089
1476,restless,495,1053,495,1548
1477,aren't,495,979,495,1474
1478,exactly,495,730,495,1225
1479,disappear,494,1055,494,1549
1480,bars,494,750,494,1244
1481,forest,494,540,494,1034
1482,mood,492,1064,492,1556
1483,diamonds,492,929,492,1421
1484,forgot,491,776,491,1267
1485,momma,687,490,490,1177
1486,ta,490,497,490,987
1487,sweat,489,1511,489,2000
1488,sung,643,488,488,1131
1489,truck,488,625,488,1113
1490,horses,488,593,488,1081
1491,teeth,487,1219,487,1706
1492,dumb,486,1036,486,1522
1493,slave,486,1014,486,1500
1494,dirt,486,954,486,1440
1495,couple,486,843,486,1329
1496,st,486,812,486,1298
1497,wisdom,486,741,486,1227
1498,ashamed,485,609,485,1094
1499,weep,485,587,485,1072
1500,agree,484,751,484,1235
1501,became,483,864,483,1347
1502,wop,483,548,483,1031
1503,farm,483,485,483,968
1504,path,482,1077,482,1559
1505,colors,482,676,482,1158
1506,sake,481,673,481,1154
1507,field,480,778,480,1258
1508,spot,479,890,479,1369
1509,history,477,1626,477,2103
1510,moments,477,832,477,1309
1511,refuse,476,800,476,1276
1512,wasting,475,969,475,1444
1513,meat,475,802,475,1277
1514,dancer,475,638,475,1113
1515,sunset,475,586,475,1061
1516,fail,474,826,474,1300
1517,marry,490,472,472,962
1518,miracle,471,1120,471,1591
1519,believing,471,1067,471,1538
1520,plenty,471,874,471,1345
1521,wore,470,655,470,1125
1522,neck,469,1188,469,1657
1523,kings,469,940,469,1409
1524,wrapped,469,886,469,1355
1525,deny,468,1224,468,1692
1526,complete,468,1000,468,1468
1527,trade,468,667,468,1135
1528,ass,467,1829,467,2296
1529,africa,467,782,467,1249
1530,shakin,467,736,467,1203
1531,roam,467,713,467,1180
1532,solo,464,1227,464,1691
1533,universe,464,623,464,1087
1534,sweetest,464,622,464,1086
1535,lend,464,501,464,965
1536,sixteen,479,464,464,943
1537,helpless,463,681,463,1144
1538,everyone's,463,656,463,1119
1539,raining,463,653,463,1116
1540,electric,462,1018,462,1480
1541,avenue,461,732,461,1193
1542,upside,461,642,461,1103
1543,touching,461,639,461,1100
1544,havin,460,639,460,1099
1545,ole,558,460,460,1018
1546,verse,459,1068,459,1527
1547,jeans,459,797,459,1256
1548,delight,459,793,459,1252
1549,score,458,1083,458,1541
1550,common,458,820,458,1278
1551,drown,458,800,458,1258
1552,drifting,458,671,458,1129
1553,mother's,458,597,458,1055
1554,dies,457,1000,457,1457
1555,breakin,457,914,457,1371
1556,aside,457,659,457,1116
1557,jam,455,2596,455,3051
1558,crown,455,916,455,1371
1559,letting,455,887,455,1342
1560,smart,453,896,453,1349
1561,heading,453,836,453,1289
1562,draw,452,1000,452,1452
1563,begging,452,718,452,1170
1564,nothing's,451,1152,451,1603
1565,sally,604,451,451,1055
1566,mom,450,783,450,1233
1567,who'll,450,744,450,1194
1568,stones,450,694,450,1144
1569,belongs,449,634,449,1083
1570,flames,448,1221,448,1669
1571,london,448,1119,448,1567
1572,naked,448,941,448,1389
1573,suffer,448,761,448,1209
1574,further,447,789,447,1236
1575,chances,446,1107,446,1553
1576,favorite,446,910,446,1356
1577,claim,446,801,446,1247
1578,acting,446,716,446,1162
1579,plastic,446,679,446,1125
1580,seas,446,639,446,1085
1581,fading,445,872,445,1317
1582,calm,445,863,445,1308
1583,rights,445,700,445,1145
1584,frown,471,445,445,916
1585,flat,444,791,444,1235
1586,shed,444,679,444,1123
1587,laying,444,491,444,935
1588,sunrise,542,443,443,985
1589,ours,442,725,442,1167
1590,yard,442,673,442,1115
1591,cards,441,857,441,1298
1592,tale,441,713,441,1154
1593,faded,441,491,441,932
1594,rebel,440,712,440,1152
1595,covered,440,663,440,1103
1596,release,439,917,439,1356
1597,wicked,438,1140,438,1578
1598,sex,437,2411,437,2848
1599,fresh,437,2246,437,2683
1600,flesh,437,2142,437,2579
1601,crawl,436,1082,436,1518
1602,screen,436,961,436,1397
1603,milk,436,712,436,1148
1604,hearted,436,569,436,1005
1605,lo,436,455,436,891
1606,coast,435,895,435,1330
1607,kissing,435,684,435,1119
1608,strings,435,610,435,1045
1609,understood,435,599,435,1034
1610,minutes,434,765,434,1199
1611,dreamer,434,558,434,992
1612,eagle,449,433,433,882
1613,advice,432,844,432,1276
1614,floating,431,618,431,1049
1615,bags,431,499,431,930
1616,friendly,431,489,431,920
1617,emotion,430,1273,430,1703
1618,unless,430,835,430,1265
1619,books,430,787,430,1217
1620,putting,430,754,430,1184
1621,stormy,429,452,429,881
1622,heartaches,429,438,429,867
1623,losin,429,429,429,858
1624,shelter,428,922,428,1350
1625,natty,737,428,428,1165
1626,pale,428,597,428,1025
1627,sweetheart,428,520,428,948
1628,respect,427,1357,427,1784
1629,helping,468,427,427,895
1630,neon,426,754,426,1180
1631,cream,426,685,426,1111
1632,pool,425,730,425,1155
1633,tiny,425,690,425,1115
1634,remind,425,678,425,1103
1635,surrender,424,1777,424,2201
1636,stops,424,824,424,1248
1637,roof,424,756,424,1180
1638,blowin,492,424,424,916
1639,secrets,423,1277,423,1700
1640,mark,423,1079,423,1502
1641,bare,423,578,423,1001
1642,gift,422,1090,422,1512
1643,handle,422,787,422,1209
1644,tennessee,718,421,421,1139
1645,younger,421,449,421,870
1646,driver,419,457,419,876
1647,date,418,960,418,1378
1648,guilty,417,1195,417,1612
1649,writing,417,627,417,1044
1650,finds,417,547,417,964
1651,shook,417,523,417,940
1652,liar,416,932,416,1348
1653,pair,416,630,416,1046
1654,also,415,830,415,1245
1655,quickly,415,640,415,1055
1656,carried,415,587,415,1002
1657,mexico,504,415,415,919
1658,pot,415,428,415,843
1659,knocking,414,785,414,1199
1660,fills,414,654,414,1068
1661,shape,413,877,413,1290
1662,planet,412,1033,412,1445
1663,satisfaction,412,772,412,1184
1664,closing,412,745,412,1157
1665,that'll,412,719,412,1131
1666,cadillac,412,653,412,1065
1667,gay,531,412,412,943
1668,horn,415,412,412,827
1669,shirt,411,709,411,1120
1670,quarter,411,527,411,938
1671,wire,410,1145,410,1555
1672,twist,410,1067,410,1477
1673,winner,410,713,410,1123
1674,blown,410,638,410,1048
1675,rolled,410,582,410,992
1676,fifty,410,565,410,975
1677,rider,410,435,410,845
1678,teardrops,409,448,409,857
1679,ok,408,918,408,1326
1680,army,408,802,408,1210
1681,rode,531,408,408,939
1682,order,407,994,407,1401
1683,unto,407,737,407,1144
1684,sits,407,642,407,1049
1685,jumped,407,566,407,973
1686,whatcha,406,630,406,1036
1687,seed,406,547,406,953
1688,mama's,467,406,406,873
1689,stairs,405,594,405,999
1690,wander,405,565,405,970
1691,kitchen,404,702,404,1106
1692,letters,404,635,404,1039
1693,summertime,404,424,404,828
1694,square,403,1091,403,1494
1695,rolls,403,602,403,1005
1696,command,402,938,402,1340
1697,washed,402,673,402,1075
1698,jet,402,567,402,969
1699,leather,401,1069,401,1470
1700,perhaps,401,457,401,858
1701,beating,400,1316,400,1716
1702,dollars,400,718,400,1118
1703,fooling,400,716,400,1116
1704,motor,400,476,400,876
1705,owe,400,465,400,865
1706,autumn,443,400,400,843
1707,flyin,461,399,399,860
1708,probably,398,764,398,1162
1709,dyin,470,398,398,868
1710,sailor,421,397,397,818
1711,gain,396,855,396,1251
1712,crystal,396,636,396,1032
1713,rat,396,576,396,972
1714,treated,396,432,396,828
1715,chasing,395,750,395,1145
