token,source_count,target_count,cosine_before,cosine_after,delta
limbo,145,108,0.09856369197640644,0.27817060416602457,0.17960691218961813
dan,233,137,0.054058010107686044,0.3153671954311297,0.2613091853234436
sport,105,109,0.08714874865115965,0.31814729495001315,0.2309985462988535
don,403,387,0.10108564588444996,0.323511404542447,0.22242575865799702
dancer,475,111,0.00504094376830215,0.35334744786080324,0.3483065040925011
dolly,104,245,0.009623698268185675,0.35983352917915423,0.3502098309109686
sandy,187,119,0.0981187799379969,0.36453514367252005,0.26641636373452315
hare,217,135,-0.0043433056387849715,0.3885616188764731,0.3929049245152581
monster,280,186,0.06351137826282834,0.39650282555641736,0.33299144729358904
er,208,100,0.1352981964593507,0.39926534784439327,0.26396715138504256
cheap,500,128,0.09342131803208749,0.4003859393541117,0.30696462132202423
mi,1238,269,-0.02310923180581241,0.4013355421047669,0.42444477391057933
force,529,111,0.07932764195318695,0.40288296492846754,0.32355532297528056
cha,542,428,0.06413367447776269,0.40490241093301893,0.34076873645525624
donna,176,284,0.16140208323653488,0.40715779128140905,0.24575570804487418
killing,619,171,0.005776032529700603,0.4135266867467675,0.4077506542170669
julie,184,120,0.08089938131544878,0.4143675939584579,0.33346821264300913
holly,185,126,0.06723003875443291,0.4145138594111974,0.3472838206567645
harry,198,174,0.006092473063286075,0.41603746417531434,0.40994499111202826
wicked,438,194,-0.09506923873411968,0.4247318216439734,0.519801060378093
fred,257,116,0.13940977136267735,0.4249177704229929,0.28550799906031554
annie,283,113,0.08271321535357354,0.426694335442392,0.3439811200888184
witch,222,137,-0.07687616009177717,0.4269617659230106,0.5038379260147878
dragon,222,132,0.10307239366667904,0.4308062601466728,0.32773386647999375
michael,207,193,0.017116920691947993,0.4313357166493182,0.4142187959573702
rebel,440,106,0.016003781251464295,0.43788374073397157,0.4218799594825073
wee,569,504,0.0683256535125377,0.43843627847753336,0.37011062496499564
shit,545,137,0.02089876649180817,0.4390080706411835,0.41810930414937536
ta,490,286,0.061617709228079603,0.4393947963908353,0.3777770871627557
also,415,288,0.032905040618228146,0.44167009862535683,0.4087650580071287
type,236,112,-0.05080017434669092,0.44192709750226666,0.4927272718489576
madness,498,120,0.07004370706293561,0.4436956792756003,0.37365197221266466
rosie,270,151,0.07419577642824896,0.4437433511287204,0.3695475747004714
cowboy,761,259,0.07254749417344833,0.44696434988520867,0.3744168557117603
mhm,270,163,0.16029449175821542,0.4475992133156107,0.2873047215573953
beware,668,245,-0.03547622218736386,0.44974074818488313,0.485216970372247
letting,455,115,0.11366302371654716,0.45036845981871804,0.33670543610217085
ey,204,104,0.11863661698804834,0.4505779491878409,0.33194133219979255
hooked,333,123,0.021711959881272218,0.4513653571082942,0.42965339722702195
check,1156,220,0.007219143955079908,0.4525862769469241,0.4453671329918442
wa,329,266,0.027599039751862082,0.45422826804325467,0.4266292282913926
iron,415,258,0.05239938588782029,0.45688390243735827,0.404484516549538
puff,105,152,0.1656600104706346,0.4588660050556178,0.2932059945849832
jam,455,101,0.032082946268922996,0.4592416737776909,0.4271587275087679
ar,186,145,0.10545363768491949,0.460996855132059,0.3555432174471395
bug,154,153,0.007834347862257568,0.46269526141900963,0.45486091355675207
bobby,652,364,0.04181209115014654,0.4633565780075422,0.42154448685739565
court,178,147,0.09733506556431175,0.46422894642757906,0.3668938808632673
declare,152,138,0.06767504990194384,0.4652724180305656,0.3975973681286218
success,256,158,0.09888162344209772,0.46595953468369805,0.36707791124160033
mark,423,189,0.013063456931114275,0.46712395609716667,0.4540604991660524
tramp,122,121,0.04833034975256022,0.46786208272050467,0.41953173296794444
granny,207,124,-0.01759011203507721,0.4682086991291482,0.4857988111642254
nancy,108,126,0.15058512354879944,0.46858246619270855,0.3179973426439091
jackson,199,140,0.07266655012530218,0.4685940548644179,0.39592750473911575
jimmy,608,290,0.1600462861155941,0.4688497881618843,0.30880350204629015
funky,2557,272,-0.09868976386634017,0.4720241850406827,0.5707139489070229
canyon,142,102,0.02619918542938094,0.472862907164575,0.4466637217351941
twist,410,972,0.12065822155851025,0.47551451953774193,0.3548562979792317
action,687,130,0.04760243534335269,0.47557492413687885,0.4279724887935262
di,1709,488,0.08034465766712091,0.4757246668221028,0.3953800091549819
whoo,1051,207,0.03858271935068559,0.4760341599816862,0.4374514406310006
woh,332,107,0.08705870144269012,0.47735312131139673,0.3902944198687066
using,300,109,0.09363731233354725,0.47764205112626185,0.3840047387927146
wah,743,673,-0.07305189946695251,0.47805715889407424,0.5511090583610267
bears,172,104,0.12387391468189701,0.47806600212733874,0.35419208744544173
joe,947,806,0.10438822736489117,0.4813851190299281,0.3769968916650369
hip,735,301,0.012356223949996671,0.48151478043630785,0.46915855648631116
mona,142,165,0.12065000035434842,0.4817785019542365,0.3611285015998881
dat,384,105,0.014778609901174036,0.48248902076111916,0.46771041085994514
mo,206,152,0.033332575205891064,0.4837942783762822,0.45046170317039114
lower,144,102,0.15407476201757653,0.4845802635060612,0.3305055014884847
ruin,240,170,0.09951570891034064,0.4851780576580175,0.3856623487476769
monkey,668,638,-0.016425847188715977,0.48532256564564447,0.5017484128343604
slippin,250,110,0.08550097073230817,0.4861785094339104,0.4006775387016022
bore,295,176,0.03801346264163762,0.4863089919822495,0.4482955293406119
wo,717,424,0.02647775589681915,0.48678003133321546,0.4603022754363963
lee,559,828,0.09331010784778587,0.48722397793573763,0.39391387008795176
service,212,108,0.08344935542781073,0.4878560055339771,0.4044066501061664
main,492,158,0.02511012546739637,0.48808848532748755,0.46297835986009117
goose,206,137,0.07321381875360303,0.48842200600536206,0.415208187251759
mud,359,203,-0.047756099714706186,0.4886140957055509,0.5363701954202571
animal,252,172,0.03912569411358617,0.4893870386222507,0.4502613445086645
wolf,254,155,0.1644885785118778,0.49023168581485554,0.32574310730297773
union,246,155,-0.03885927043062551,0.4910163815200026,0.5298756519506281
duck,198,126,0.11064913368150829,0.49151699751911826,0.38086786383760995
lordy,238,264,0.13379220636275896,0.49277248840939547,0.3589802820466365
choice,657,197,-0.044994982634336524,0.4936672056180978,0.5386621882524343
double,843,407,0.08904827588472475,0.4938138792849832,0.40476560340025847
rub,310,107,0.008238530370867681,0.49400366818057156,0.4857651378097039
louise,158,100,0.04534567683300471,0.4945049901451609,0.4491593133121562
handy,136,102,-0.07509078605726423,0.49619529478397134,0.5712860808412356
common,458,163,-0.017592972620519787,0.49622912108652534,0.5138220937070451
pool,425,140,0.14240481693855547,0.4968137204215115,0.35440890348295606
order,407,169,0.06926082263214159,0.4969368892329304,0.42767606660078883
billy,916,507,0.009719306154431076,0.49811081354368847,0.4883915073892574
sh,215,121,0.12861022466738964,0.4984905189447965,0.3698802942774069
wow,720,403,-0.07303971561326937,0.49955906436210473,0.5725987799753741
maria,327,467,0.060923942337586065,0.4996412334965963,0.4387172911590102
snake,343,133,0.1283020327510355,0.4997503336392656,0.3714483008882301
