rank,token,left_count,right_count,min_count,sum_count
1409,lets,952,2636,952,3588
1410,names,951,2287,951,3238
1411,glow,951,2003,951,2954
1412,loneliness,950,1875,950,2825
1413,circle,949,2675,949,3624
1414,stole,947,2583,947,3530
1415,melody,947,1816,947,2763
1416,anger,944,3296,944,4240
1417,headed,943,2661,943,3604
1418,naked,941,3561,941,4502
1419,kings,940,2156,940,3096
1420,ooo,940,1744,940,2684
1421,cuz,939,9552,939,10491
1422,rip,939,4022,939,4961
1423,command,938,1471,938,2409
1424,animal,937,1651,937,2588
1425,squeeze,933,1994,933,2927
1426,angry,932,2040,932,2972
1427,liar,932,1913,932,2845
1428,doll,931,1256,931,2187
1429,windows,930,2124,930,3054
1430,hardly,930,1873,930,2803
1431,victory,930,1573,930,2503
1432,celebrate,930,1382,930,2312
1433,diamonds,929,1985,929,2914
1434,tie,927,2451,927,3378
1435,pump,925,3722,925,4647
1436,cup,925,2824,925,3749
1437,dime,925,2545,925,3470
1438,although,925,2384,925,3309
1439,iron,925,1950,925,2875
1440,sha,924,969,924,1893
1441,valley,923,2266,923,3189
1442,comfort,922,2476,922,3398
1443,scratch,922,1927,922,2849
1444,remains,920,2979,920,3899
1445,captain,919,1688,919,2607
1446,satisfy,919,1368,919,2287
1447,ok,918,3247,918,4165
1448,emotions,918,2201,918,3119
1449,release,917,3066,917,3983
1450,crown,916,2806,916,3722
1451,dad,916,2751,916,3667
1452,gas,914,2549,914,3463
1453,rings,914,2364,914,3278
1454,breakin,914,1952,914,2866
1455,starting,912,2023,912,2935
1456,page,911,2381,911,3292
1457,dreamed,911,1919,911,2830
1458,favorite,910,2217,910,3127
1459,blowing,909,2478,909,3387
1460,pity,906,1805,906,2711
1461,steps,904,2405,904,3309
1462,shaking,904,1947,904,2851
1463,heroes,904,1453,904,2357
1464,texas,902,1878,902,2780
1465,prince,901,1655,901,2556
1466,smart,896,1804,896,2700
1467,coast,895,3635,895,4530
1468,waits,893,1601,893,2494
1469,punk,892,5992,892,6884
1470,spot,890,4918,890,5808
1471,lean,890,1903,890,2793
1472,thy,888,3494,888,4382
1473,sittin,888,2944,888,3832
1474,bless,887,3026,887,3913
1475,grand,887,2524,887,3411
1476,letting,887,2192,887,3079
1477,jimmy,887,1380,887,2267
1478,wrapped,886,2264,886,3150
1479,pants,884,2365,884,3249
1480,melt,883,1717,883,2600
1481,flies,882,2338,882,3220
1482,unknown,881,2593,881,3474
1483,fashion,880,1449,880,2329
1484,jail,879,2836,879,3715
1485,expect,879,2290,879,3169
1486,bread,878,2287,878,3165
1487,chair,878,2120,878,2998
1488,dreamin,877,1485,877,2362
1489,mix,875,2507,875,3382
1490,judge,875,2468,875,3343
1491,sir,875,1939,875,2814
1492,plenty,874,2073,874,2947
1493,fading,872,2340,872,3212
1494,hopes,872,2124,872,2996
1495,eternity,871,2942,871,3813
1496,tip,870,2660,870,3530
1497,cowboy,870,1389,870,2259
1498,daughter,866,2358,866,3224
1499,drives,866,1526,866,2392
1500,thanks,865,2494,865,3359
1501,leads,865,1990,865,2855
1502,bigger,864,3186,864,4050
1503,became,864,2109,864,2973
1504,calm,863,2817,863,3680
1505,coffee,861,2187,861,3048
1506,sang,858,1668,858,2526
1507,monday,858,1471,858,2329
1508,hung,857,2074,857,2931
1509,cards,857,1771,857,2628
1510,destruction,856,2097,856,2953
1511,teacher,856,1246,856,2102
1512,gain,855,2519,855,3374
1513,travel,853,2405,853,3258
1514,mile,853,2090,853,2943
1515,slide,850,3234,850,4084
1516,ill,849,4352,849,5201
1517,nervous,848,1422,848,2270
1518,clown,845,2759,845,3604
1519,fake,844,5301,844,6145
1520,form,844,3170,844,4014
1521,blessed,844,3108,844,3952
1522,advice,844,1665,844,2509
1523,couple,843,2514,843,3357
1524,o'clock,842,1600,842,2442
1525,standin,841,1768,841,2609
1526,hallelujah,841,1746,841,2587
1527,harmony,841,1553,841,2394
1528,holiday,841,1439,841,2280
1529,dat,840,2735,840,3575
1530,grew,840,2404,840,3244
1531,married,840,1893,840,2733
1532,society,839,2177,839,3016
1533,ringing,838,1606,838,2444
1534,club,837,3695,837,4532
1535,trapped,837,2925,837,3762
1536,stayed,837,2078,837,2915
1537,willing,836,1886,836,2722
1538,heading,836,1441,836,2277
1539,unless,835,2390,835,3225
1540,tease,834,1096,834,1930
1541,recall,833,1953,833,2786
1542,disease,830,2545,830,3375
1543,also,830,2033,830,2863
1544,inna,829,2507,829,3336
1545,daylight,829,1449,829,2278
1546,dick,827,8850,827,9677
1547,reached,827,1723,827,2550
1548,fail,826,2445,826,3271
1549,works,824,1856,824,2680
1550,stops,824,1761,824,2585
1551,mornin,823,1769,823,2592
1552,worked,823,1668,823,2491
1553,turnin,823,1245,823,2068
1554,drugs,822,3165,822,3987
1555,settle,821,1906,821,2727
1556,nearly,821,1292,821,2113
1557,common,820,2196,820,3016
1558,lonesome,820,1837,820,2657
1559,lied,818,2103,818,2921
1560,raised,816,2583,816,3399
1561,justice,816,2219,816,3035
1562,painted,816,1626,816,2442
1563,shooting,815,1735,815,2550
1564,greatest,814,2127,814,2941
1565,believed,814,1994,814,2808
1566,trash,814,1745,814,2559
1567,truly,813,2322,813,3135
1568,hurting,813,1625,813,2438
1569,violence,810,2633,810,3443
1570,microphone,809,2675,809,3484
1571,illusion,809,1621,809,2430
1572,boots,808,2431,808,3239
1573,callin,808,2318,808,3126
1574,curse,807,2710,807,3517
1575,figure,806,3642,806,4448
1576,satan,806,2359,806,3165
1577,billy,805,1894,805,2699
1578,holdin,803,2261,803,3064
1579,meat,802,2214,802,3016
1580,army,802,1685,802,2487
1581,claim,801,2659,801,3460
1582,drown,800,3123,800,3923
1583,refuse,800,1959,800,2759
1584,relax,799,2367,799,3166
1585,either,798,2606,798,3404
1586,jeans,797,1237,797,2034
1587,mistakes,795,2173,795,2968
1588,swim,794,2154,794,2948
1589,suit,794,1936,794,2730
1590,delight,793,1346,793,2139
1591,weary,792,1748,792,2540
1592,sensation,792,1118,792,1910
1593,flat,791,2054,791,2845
1594,circles,791,1678,791,2469
1595,worlds,790,1760,790,2550
1596,further,789,1990,789,2779
1597,lazy,789,1802,789,2591
1598,forward,788,1818,788,2606
1599,handle,787,2908,787,3695
1600,books,787,1720,787,2507
1601,treasure,787,1539,787,2326
1602,buddy,787,1181,787,1968
1603,knocking,785,1691,785,2476
1604,butt,784,2158,784,2942
1605,divine,783,2744,783,3527
1606,hits,782,3392,782,4174
1607,fancy,782,1306,782,2088
1608,africa,782,981,782,1763
1609,mission,781,3084,781,3865
1610,bringing,781,2213,781,2994
1611,heal,780,3144,780,3924
1612,finding,780,1546,780,2326
1613,field,778,2173,778,2951
1614,forgot,776,2509,776,3285
1615,prison,775,1939,775,2714
1616,learning,775,1711,775,2486
1617,crush,774,2227,774,3001
1618,sings,774,1835,774,2609
1619,flower,773,2344,773,3117
1620,simply,772,1940,772,2712
1621,satisfaction,772,1171,772,1943
1622,jealous,769,2008,769,2777
1623,bay,768,2053,768,2821
1624,sunny,768,1793,768,2561
1625,shared,767,1550,767,2317
1626,minutes,765,2254,765,3019
1627,probably,764,3337,764,4101
1628,forty,764,2092,764,2856
1629,eternal,763,3957,763,4720
1630,def,763,1226,763,1989
1631,type,762,4664,762,5426
1632,sword,761,2190,761,2951
1633,records,761,2105,761,2866
1634,natural,759,2525,759,3284
1635,blew,759,2215,759,2974
1636,led,758,2008,758,2766
1637,roof,756,1946,756,2702
1638,terror,756,1945,756,2701
1639,harm,756,1775,756,2531
1640,season,755,2398,755,3153
1641,dr,755,1392,755,2147
1642,bank,754,2528,754,3282
1643,crash,754,2253,754,3007
1644,brains,754,2160,754,2914
1645,putting,754,1759,754,2513
1646,daddy's,754,1647,754,2401
1647,wah,754,1367,754,2121
1648,neon,754,1040,754,1794
1649,deserve,753,2377,753,3130
1650,hammer,752,2005,752,2757
1651,whip,752,1934,752,2686
1652,size,751,1994,751,2745
1653,agree,751,1409,751,2160
1654,chasing,750,1883,750,2633
1655,bars,750,1661,750,2411
1656,planned,749,1402,749,2151
1657,louder,749,1031,749,1780
1658,fuckin,748,13289,748,14037
1659,easily,748,1697,748,2445
1660,counting,748,1526,748,2274
1661,birth,747,2545,747,3292
1662,temptation,747,1457,747,2204
1663,danced,747,1214,747,1961
1664,except,746,2076,746,2822
1665,coat,746,1709,746,2455
1666,ol,745,2866,745,3611
1667,ecstasy,745,1582,745,2327
1668,greed,744,2348,744,3092
1669,weren't,744,1695,744,2439
1670,government,744,1536,744,2280
1671,who'll,744,1231,744,1975
1672,admit,742,2002,742,2744
1673,offer,742,1738,742,2480
1674,wisdom,741,2832,741,3573
1675,row,741,2054,741,2795
1676,tea,741,1396,741,2137
1677,suicide,739,2602,739,3341
1678,becomes,739,2250,739,2989
1679,spark,739,2055,739,2794
1680,twisted,738,2833,738,3571
1681,nor,737,1879,737,2616
1682,unto,737,1796,737,2533
1683,notice,736,1759,736,2495
1684,shakin,736,1446,736,2182
1685,facts,735,1866,735,2601
1686,third,734,2469,734,3203
1687,weight,732,3196,732,3928
1688,avenue,732,1209,732,1941
1689,energy,731,2069,731,2800
1690,despair,731,1895,731,2626
1691,lane,731,1726,731,2457
1692,exactly,730,2307,730,3037
1693,pool,730,1647,730,2377
1694,bee,730,1407,730,2137
1695,eyed,728,1833,728,2561
1696,reggae,914,728,728,1642
1697,load,726,2492,726,3218
1698,goodnight,726,1529,726,2255
1699,ours,725,1401,725,2126
1700,bam,725,1352,725,2077
1701,marching,725,1082,725,1807
1702,ashes,724,2528,724,3252
1703,pa,724,1991,724,2715
1704,that'll,719,2701,719,3420
1705,wood,719,2046,719,2765
1706,deadly,719,2015,719,2734
1707,idea,719,1638,719,2357
1708,sins,718,2474,718,3192
1709,dollars,718,2355,718,3073
1710,santa,718,2191,718,2909
1711,shop,718,2045,718,2763
1712,begging,718,1596,718,2314
1713,talks,718,1238,718,1956
1714,weekend,718,1226,718,1944
1715,serve,717,2760,717,3477
1716,devil's,717,1703,717,2420
1717,named,716,2413,716,3129
1718,revolution,716,2299,716,3015
1719,acting,716,2014,716,2730
1720,lately,716,1916,716,2632
1721,roam,713,1797,713,2510
1722,winner,713,924,713,1637
1723,nuclear,713,721,713,1434
1724,gate,712,2263,712,2975
1725,milk,712,1667,712,2379
1726,rebel,712,1626,712,2338
1727,following,711,1308,711,2019
1728,sadness,710,2147,710,2857
1729,excuse,710,2091,710,2801
1730,laughed,710,1498,710,2208
1731,shirt,709,1980,709,2689
1732,sons,709,1496,709,2205
1733,cats,708,2821,708,3529
1734,praying,708,1874,708,2582
1735,wolf,708,1122,708,1830
1736,wo,829,708,708,1537
1737,sink,707,2027,707,2734
1738,colour,707,1590,707,2297
1739,suckers,706,2118,706,2824
1740,able,705,2268,705,2973
1741,visions,705,2232,705,2937
1742,gang,704,3023,704,3727
1743,throat,704,2578,704,3282
1744,spoke,704,1896,704,2600
1745,gal,703,2173,703,2876
1746,snake,703,1832,703,2535
1747,pulling,703,1718,703,2421
1748,kitchen,702,1896,702,2598
1749,pound,701,2878,701,3579
1750,video,701,1180,701,1881
1751,rights,700,1481,700,2181
1752,bleeding,699,2948,699,3647
1753,california,699,2008,699,2707
1754,heartbreak,833,699,699,1532
1755,knowledge,698,2696,698,3394
1756,themselves,698,1622,698,2320
1757,careful,697,1470,697,2167
1758,leading,696,1309,696,2005
1759,sailing,696,1169,696,1865
1760,woh,695,716,695,1411
1761,worst,694,2573,694,3267
1762,stones,694,1925,694,2619
1763,tearing,694,1690,694,2384
1764,afternoon,694,1553,694,2247
1765,lee,694,1439,694,2133
1766,fellas,694,1306,694,2000
1767,slipping,692,1524,692,2216
1768,language,692,1262,692,1954
1769,tiny,690,1933,690,2623
1770,chosen,690,1859,690,2549
1771,talked,690,1545,690,2235
1772,rope,689,1738,689,2427
1773,solid,689,1294,689,1983
1774,lyrics,688,3281,688,3969
1775,inch,688,1302,688,1990
1776,softly,686,1691,686,2377
1777,cream,685,3023,685,3708
1778,generation,685,1933,685,2618
1779,stays,685,1638,685,2323
1780,journey,684,2477,684,3161
1781,heaven's,684,1683,684,2367
1782,kissing,684,1604,684,2288
1783,chest,682,3967,682,4649
1784,darkest,682,1956,682,2638
1785,veins,681,2725,681,3406
1786,gates,681,2192,681,2873
1787,cage,681,1788,681,2469
1788,helpless,681,1283,681,1964
1789,bum,680,1754,680,2434
1790,shed,679,2408,679,3087
1791,plastic,679,2090,679,2769
1792,loser,679,1094,679,1773
1793,remind,678,2032,678,2710
1794,lyin,677,1221,677,1898
1795,colors,676,1913,676,2589
1796,mend,675,1052,675,1727
1797,desperate,673,1629,673,2302
1798,washed,673,1625,673,2298
1799,yard,673,1609,673,2282
1800,sake,673,1309,673,1982
1801,everytime,672,2215,672,2887
1802,flag,672,1609,672,2281
1803,drifting,671,1448,671,2119
1804,tracks,670,3009,670,3679
1805,breathing,670,2512,670,3182
1806,total,670,1674,670,2344
1807,wrap,670,1625,670,2295
1808,matters,669,2049,669,2718
1809,thirty,669,1701,669,2370
1810,image,668,1640,668,2308
1811,fe,668,821,668,1489
1812,staying,667,1398,667,2065
1813,ghetto,665,5816,665,6481
1814,card,664,1580,664,2244
1815,pink,664,1575,664,2239
1816,covered,663,2079,663,2742
1817,thru,663,2020,663,2683
1818,waters,662,1971,662,2633
1819,trace,662,1747,662,2409
1820,longing,662,1722,662,2384
1821,spit,661,4348,661,5009
1822,note,661,1668,661,2329
1823,rainy,661,1321,661,1982
1824,mcs,661,1283,661,1944
1825,false,660,2112,660,2772
1826,whiskey,660,1456,660,2116
1827,wars,660,1401,660,2061
1828,brighter,660,1286,660,1946
1829,aside,659,1842,659,2501
1830,wipe,656,1874,656,2530
1831,everyone's,656,1322,656,1978
1832,sheets,655,1599,655,2254
1833,wore,655,1352,655,2007
1834,heels,655,1060,655,1715
1835,savior,654,1788,654,2442
1836,fills,654,1668,654,2322
1837,papa,654,1281,654,1935
1838,ancient,653,2892,653,3545
1839,cadillac,653,1062,653,1715
1840,bullet,651,2839,651,3490
1841,prisoner,651,842,651,1493
1842,throne,650,2097,650,2747
1843,sigh,650,1527,650,2177
1844,march,649,1455,649,2104
1845,fought,648,1453,648,2101
1846,posse,648,1173,648,1821
1847,rivers,647,1555,647,2202
1848,senses,646,1461,646,2107
1849,innocence,644,2047,644,2691
1850,sharp,644,1620,644,2264
1851,toe,643,1764,643,2407
1852,ee,643,1108,643,1751
1853,weh,643,1057,643,1700
1854,fooling,716,643,643,1359
1855,seh,664,643,643,1307
1856,split,642,2923,642,3565
1857,hearing,642,1525,642,2167
1858,toys,642,1376,642,2018
1859,sits,642,1257,642,1899
1860,hesitate,642,1116,642,1758
1861,dont,641,3602,641,4243
1862,lick,641,3589,641,4230
1863,tricks,641,2224,641,2865
1864,drums,641,1339,641,1980
1865,rappin,641,1320,641,1961
1866,girlfriend,640,2152,640,2792
1867,shade,640,2024,640,2664
1868,quickly,640,1500,640,2140
1869,drift,640,1417,640,2057
1870,united,640,1229,640,1869
1871,havin,639,2251,639,2890
1872,seas,639,1772,639,2411
1873,touching,639,1080,639,1719
1874,cops,638,3538,638,4176
1875,damned,638,2130,638,2768
1876,blown,638,2061,638,2699
1877,pour,638,1964,638,2602
1878,dancer,638,723,638,1361
1879,sacred,637,2104,637,2741
1880,revenge,637,1442,637,2079
1881,crystal,636,1666,636,2302
1882,string,635,1625,635,2260
1883,letters,635,1430,635,2065
1884,belongs,634,1452,634,2086
1885,james,633,1345,633,1978
1886,cigarette,633,1251,633,1884
1887,religion,632,1993,632,2625
1888,rub,632,1709,632,2341
1889,understanding,632,1436,632,2068
1890,roar,631,973,631,1604
1891,whatcha,630,1808,630,2438
1892,pair,630,1409,630,2039
1893,thief,629,1066,629,1695
1894,juice,628,1893,628,2521
1895,blade,628,1493,628,2121
1896,birthday,628,1386,628,2014
1897,attitude,627,1899,627,2526
1898,writing,627,1620,627,2247
1899,shattered,627,1552,627,2179
1900,trail,627,1508,627,2135
1901,success,626,1168,626,1794
1902,truck,625,2221,625,2846
1903,babies,625,1790,625,2415
1904,salvation,624,2054,624,2678
1905,pushed,624,1579,624,2203
1906,smiled,624,1298,624,1922
1907,universe,623,2133,623,2756
1908,tries,623,1443,623,2066
1909,numbers,623,1274,623,1897
1910,sweetest,622,1254,622,1876
1911,guaranteed,620,1087,620,1707
1912,onto,619,1856,619,2475
1913,everlasting,619,1571,619,2190
1914,worried,619,1357,619,1976
1915,victims,619,1356,619,1975
1916,puts,619,1206,619,1825
1917,floating,618,1952,618,2570
1918,match,618,1519,618,2137
1919,sooner,618,1115,618,1733
1920,worship,617,1579,617,2196
1921,decision,617,1212,617,1829
1922,fires,617,1178,617,1795
1923,protect,616,1846,616,2462
1924,eating,615,1784,615,2399
1925,adore,615,1640,615,2255
1926,bedroom,615,1440,615,2055
1927,trap,615,1257,615,1872
1928,aim,614,1874,614,2488
1929,drug,613,3006,613,3619
1930,ray,613,1670,613,2283
1931,shove,613,1442,613,2055
1932,flowing,612,1819,612,2431
1933,wedding,612,1224,612,1836
1934,cheek,611,1157,611,1768
1935,england,611,675,611,1286
1936,duck,610,1945,610,2555
1937,crossed,610,1699,610,2309
1938,ashamed,609,1487,609,2096
1939,im,608,3665,608,4273
1940,mike,607,1930,607,2537
1941,pretending,607,1098,607,1705
1942,sets,606,1735,606,2341
1943,embrace,605,2609,605,3214
1944,limit,605,2175,605,2780
1945,spare,605,1311,605,1916
1946,express,605,1159,605,1764
1947,ding,603,1508,603,2111
1948,attraction,603,665,603,1268
1949,rolls,602,1327,602,1929
1950,jane,601,1412,601,2013
1951,wa,600,1029,600,1629
1952,understood,599,1500,599,2099
1953,gently,598,1353,598,1951
1954,pale,597,2064,597,2661
1955,mother's,597,1639,597,2236
1956,awhile,597,1276,597,1873
1957,pillow,596,1430,596,2026
1958,fooled,596,770,596,1366
1959,creation,595,1850,595,2445
1960,seeds,595,1583,595,2178
1961,hail,594,1739,594,2333
1962,stairs,594,1401,594,1995
1963,cared,594,1343,594,1937
1964,grip,593,2991,593,3584
1965,horses,593,1371,593,1964
1966,bold,593,1302,593,1895
1967,runaway,593,1005,593,1598
1968,charm,592,1132,592,1724
1969,dum,591,1471,591,2062
1970,neighborhood,590,1873,590,2463
1971,jive,590,745,590,1335
1972,heavens,589,1786,589,2375
1973,toes,589,1690,589,2279
1974,winning,589,785,589,1374
1975,spirits,587,1834,587,2421
1976,parents,587,1422,587,2009
1977,carried,587,1420,587,2007
1978,weep,587,1397,587,1984
1979,holes,586,1885,586,2471
1980,sunset,586,1390,586,1976
1981,tail,586,1295,586,1881
1982,completely,585,1383,585,1968
1983,tape,584,2297,584,2881
1984,drowning,584,2031,584,2615
1985,accept,584,1780,584,2364
1986,pen,582,2326,582,2908
1987,rolled,582,1784,582,2366
1988,zero,582,1444,582,2026
1989,affection,581,1028,581,1609
1990,packed,580,1599,580,2179
1991,bunch,580,1507,580,2087
1992,mc's,579,2967,579,3546
1993,dropped,579,2204,579,2783
1994,freaks,579,1279,579,1858
1995,bare,578,1595,578,2173
1996,hooked,578,1318,578,1896
1997,dub,578,1161,578,1739
1998,loaded,577,1806,577,2383
1999,pace,577,1190,577,1767
2000,rat,576,1886,576,2462
2001,discover,576,1106,576,1682
2002,doom,575,1749,575,2324
2003,ll,575,1649,575,2224
2004,apple,575,1374,575,1949
2005,whispers,575,1336,575,1911
2006,wee,575,1185,575,1760
2007,witness,573,2338,573,2911
2008,enter,573,2333,573,2906
2009,thou,573,2213,573,2786
2010,wears,573,1036,573,1609
2011,switch,572,1909,572,2481
2012,dice,572,1783,572,2355
2013,leg,572,1445,572,2017
2014,animals,572,1084,572,1656
2015,body's,571,1151,571,1722
2016,roots,570,1566,570,2136
2017,rapper,570,1488,570,2058
2018,lover's,570,824,570,1394
2019,bored,569,1473,569,2042
2020,hearted,569,994,569,1563
2021,torture,568,1529,568,2097
2022,honest,568,1317,568,1885
2023,yi,568,679,568,1247
2024,jet,567,1415,567,1982
2025,fades,566,1763,566,2329
2026,jumped,566,1590,566,2156
2027,showing,566,1430,566,1996
2028,present,565,1559,565,2124
2029,pouring,565,1343,565,1908
2030,wander,565,1337,565,1902
2031,ended,565,1167,565,1732
2032,thick,564,2586,564,3150
2033,list,564,1697,564,2261
2034,science,563,1226,563,1789
2035,hook,562,3178,562,3740
2036,stepped,562,1547,562,2109
2037,important,562,1286,562,1848
2038,breakdown,561,955,561,1516
2039,gee,561,869,561,1430
2040,should've,559,1977,559,2536
2041,press,559,1524,559,2083
2042,highest,559,1362,559,1921
2043,dynamite,566,559,559,1125
2044,bury,558,2257,558,2815
2045,bills,558,1666,558,2224
2046,southern,558,1241,558,1799
2047,dreamer,558,670,558,1228
2048,appear,557,1419,557,1976
2049,preacher,557,1146,557,1703
2050,scars,556,1819,556,2375
2051,twilight,556,1384,556,1940
2052,information,556,1063,556,1619
2053,millions,555,1211,555,1766
2054,sweeter,555,1096,555,1651
2055,cell,554,1937,554,2491
2056,sinking,554,1803,554,2357
2057,using,554,1353,554,1907
2058,solution,554,1197,554,1751
2059,created,552,1591,552,2143
2060,swimming,552,1395,552,1947
2061,afford,552,1275,552,1827
2062,worn,551,1238,551,1789
2063,familiar,551,1190,551,1741
2064,towards,550,2233,550,2783
2065,lack,550,1960,550,2510
2066,watchin,550,1937,550,2487
2067,cute,549,1289,549,1838
2068,raging,549,1147,549,1696
2069,border,549,1029,549,1578
2070,healing,548,1829,548,2377
2071,conscience,548,1444,548,1992
2072,echo,548,1197,548,1745
2073,wop,548,595,548,1143
2074,seed,547,2395,547,2942
2075,decided,547,1175,547,1722
2076,finds,547,1119,547,1666
2077,whistle,547,942,547,1489
2078,gypsy,547,614,547,1161
2079,fault,546,1994,546,2540
2080,san,546,1080,546,1626
2081,thrown,545,1523,545,2068
2082,flows,544,2904,544,3448
2083,mention,544,1427,544,1971
2084,denied,543,1588,543,2131
2085,explode,543,1353,543,1896
2086,george,543,908,543,1451
2087,flashing,543,780,543,1323
2088,lit,542,1817,542,2359
2089,rent,542,1515,542,2057
2090,sort,542,1369,542,1911
2091,wack,541,2783,541,3324
2092,sudden,541,1214,541,1755
2093,forest,540,1719,540,2259
2094,herself,540,1367,540,1907
2095,surprised,539,1286,539,1825
2096,keys,538,2181,538,2719
2097,alley,538,1116,538,1654
2098,presence,537,1686,537,2223
2099,receive,537,1516,537,2053
2100,teenage,537,933,537,1470
2101,strikes,536,1125,536,1661
2102,sale,536,1079,536,1615
2103,clue,535,1699,535,2234
2104,guard,535,1637,535,2172
2105,speaking,535,1583,535,2118
2106,kills,534,1292,534,1826
2107,swallow,533,2310,533,2843
2108,hatred,533,2072,533,2605
2109,prize,533,1241,533,1774
2110,shoo,533,892,533,1425
2111,waking,532,1403,532,1935
2112,gon,531,7845,531,8376
2113,exist,531,1809,531,2340
2114,crawling,531,1781,531,2312
2115,keepin,531,1695,531,2226
2116,pum,531,1449,531,1980
2117,sides,531,1332,531,1863
2118,shelf,529,1104,529,1633
2119,dial,529,888,529,1417
2120,saving,528,1272,528,1800
2121,bombs,528,1192,528,1720
2122,lotta,528,1125,528,1653
2123,oughta,528,1124,528,1652
2124,cities,528,941,528,1469
2125,stereo,528,799,528,1327
2126,quarter,527,1699,527,2226
2127,bein,525,1819,525,2344
2128,roads,525,1319,525,1844
2129,could've,525,1301,525,1826
2130,pussy,524,4817,524,5341
2131,suppose,524,1302,524,1826
2132,concrete,523,1743,523,2266
2133,mass,523,1714,523,2237
2134,shook,523,1593,523,2116
2135,easier,523,1335,523,1858
2136,bible,522,1461,522,1983
2137,demon,521,1668,521,2189
2138,shades,521,1545,521,2066
2139,knockin,521,1360,521,1881
2140,aching,521,1136,521,1657
2141,instrumental,521,972,521,1493
2142,english,521,893,521,1414
2143,vote,521,575,521,1096
2144,sheep,520,1385,520,1905
2145,sweetheart,520,961,520,1481
2146,social,519,999,519,1518
2147,china,519,813,519,1332
2148,suffering,518,2270,518,2788
2149,finish,518,1623,518,2141
2150,drawn,517,1321,517,1838
2151,physical,517,1192,517,1709
2152,fa,516,1258,516,1774
2153,itself,515,1659,515,2174
2154,impossible,515,1405,515,1920
2155,struck,515,1162,515,1677
2156,footsteps,515,846,515,1361
2157,frame,514,1819,514,2333
2158,public,514,1376,514,1890
2159,jerk,514,1137,514,1651
2160,i'ma,513,5248,513,5761
2161,obey,513,1055,513,1568
2162,vicious,513,996,513,1509
2163,nigga,512,48726,512,49238
2164,pages,512,1243,512,1755
2165,rocket,512,1054,512,1566
2166,inspiration,511,1009,511,1520
2167,kicked,510,1882,510,2392
2168,laws,510,1543,510,2053
2169,deliver,510,1453,510,1963
2170,reflection,510,1402,510,1912
2171,followed,509,1328,509,1837
2172,sending,509,1319,509,1828
2173,sunlight,508,1268,508,1776
2174,sympathy,507,1185,507,1692
2175,undercover,507,701,507,1208
2176,rappers,506,2583,506,3089
2177,famous,506,1328,506,1834
2178,magazine,504,972,504,1476
2179,realise,504,934,504,1438
2180,hasn't,503,940,503,1443
2181,panic,502,1080,502,1582
2182,aware,501,1206,501,1707
2183,lend,501,856,501,1357
2184,sharing,501,751,501,1252
2185,jamaica,501,505,501,1006
2186,reign,500,1703,500,2203
2187,steppin,500,1448,500,1948
2188,saint,500,1337,500,1837
2189,lion,500,1172,500,1672
2190,feeling's,500,545,500,1045
2191,rains,499,1350,499,1849
2192,destination,499,1140,499,1639
2193,parade,499,1034,499,1533
2194,annie,632,499,499,1131
2195,cake,498,1504,498,2002
2196,position,498,1364,498,1862
2197,agony,498,1304,498,1802
2198,woman's,498,878,498,1376
2199,curtain,498,867,498,1365
2200,ta,497,2159,497,2656
2201,ordinary,497,1365,497,1862
2202,nerve,497,1308,497,1805
2203,rides,497,1163,497,1660
2204,shown,496,1253,496,1749
2205,uptown,495,1423,495,1918
2206,positive,495,1114,495,1609
2207,stumble,495,1050,495,1545
2208,hunter,495,629,495,1124
2209,woods,494,1276,494,1770
2210,century,494,1214,494,1708
2211,speaks,493,1316,493,1809
2212,mask,492,2115,492,2607
2213,violent,492,1716,492,2208
2214,prepared,492,1507,492,1999
2215,horizon,492,1411,492,1903
2216,tales,492,1368,492,1860
2217,wishes,492,1351,492,1843
2218,depend,492,891,492,1383
2219,tension,492,809,492,1301
2220,laying,491,1511,491,2002
2221,faded,491,1504,491,1995
2222,charge,491,1319,491,1810
2223,momma,490,2583,490,3073
2224,rob,490,1837,490,2327
2225,smash,489,1537,489,2026
2226,clever,489,1255,489,1744
2227,friendly,489,977,489,1466
2228,sung,488,1121,488,1609
2229,pounding,488,863,488,1351
2230,coo,488,521,488,1009
2231,non,487,1658,487,2145
2232,gaze,487,1225,487,1712
2233,trigger,486,2645,486,3131
2234,emptiness,486,1629,486,2115
2235,wing,485,1275,485,1760
2236,jealousy,485,1049,485,1534
2237,farm,485,948,485,1433
2238,weeks,484,1350,484,1834
2239,papers,484,1031,484,1515
2240,sights,484,902,484,1386
2241,fuss,484,831,484,1315
2242,music's,482,493,482,975
2243,punch,481,1257,481,1738
2244,oil,480,1164,480,1644
2245,guarantee,480,789,480,1269
2246,factory,480,712,480,1192
2247,daily,479,1655,479,2134
2248,barely,479,1604,479,2083
2249,knocked,479,1583,479,2062
2250,belly,479,1440,479,1919
2251,brooklyn,478,1701,478,2179
2252,mankind,478,1640,478,2118
2253,zoo,478,755,478,1233
2254,hollow,476,2324,476,2800
2255,hips,476,1071,476,1547
2256,motor,476,734,476,1210
2257,due,475,1453,475,1928
2258,president,475,1296,475,1771
2259,mixed,475,1248,475,1723
2260,ch,475,871,475,1346
2261,latest,475,753,475,1228
2262,reputation,475,584,475,1059
2263,cop,474,2507,474,2981
2264,large,474,1741,474,2215
2265,twelve,474,1632,474,2106
2266,abuse,474,1342,474,1816
2267,hush,474,1259,474,1733
