token,source_count,target_count,cosine_before,cosine_after,delta
name,31811,14101,-0.09968639450594527,0.7802186365566973,0.8799050310626426
lights,9206,5236,-0.11319809104091211,0.7557878465507855,0.8689859375916975
turn,35038,18877,-0.018236987064048072,0.8263176705627149,0.844554657626763
tryin,9695,2379,-0.07508413044800202,0.7681721434294968,0.8432562738774988
how,99406,38133,-0.004127951834576871,0.8389243564941382,0.8430523083287151
mi,7258,8366,-0.08388360962967516,0.7529626253079699,0.836846234937645
there's,70714,38549,0.04110649915616005,0.8761286968325881,0.835022197676428
sky,24077,9062,-0.014041056679214597,0.8192471574779632,0.8332882141571778
can,193523,90807,0.028477638895704885,0.8582029280210591,0.8297252891253543
got,195121,84929,0.01551292780776771,0.8420869262363779,0.8265739984286102
left,34674,13756,-0.017198762741197252,0.8084694686909129,0.8256682314321101
kiss,17265,7644,-0.08364590432736783,0.742000818210832,0.8256467225381998
i've,83395,39513,0.057860392569920684,0.8810728319571689,0.8232124393872482
wish,18555,6830,-0.04215071927909603,0.7805981957325416,0.8227489150116376
ready,18714,9693,-0.040073216570163696,0.78242287373376,0.8224960903039237
had,60832,26388,0.043014441637628825,0.8653773501763141,0.8223629085386853
far,25467,11104,-0.00838783468741353,0.8097310266793076,0.8181188613667212
new,40038,17906,-0.008494664322587268,0.8082683086866875,0.8167629730092748
run,34694,17651,-0.03979047076279102,0.7751103614582913,0.8149008322210822
like,270076,91942,0.003747469743313657,0.8184287757585609,0.8146813060152472
side,25312,10143,-0.03272872257749165,0.7807935889958336,0.8135223115733252
start,22162,11111,-0.0023615574743223273,0.8105434850722082,0.8129050425465305
away,91805,45621,0.0480775483062634,0.8587527040253251,0.8106751557190617
used,20434,8364,-0.02399289689006753,0.7827009889052199,0.8066938857952874
by,99586,39320,0.03396841797215554,0.8400402837353584,0.8060718657632029
knew,20370,9416,0.020342484549520472,0.8228505632553504,0.80250807870583
never,145002,66499,0.06899807774852615,0.8712034670682467,0.8022053893197205
land,15806,7225,-0.054239109823845305,0.7448116949911389,0.7990508048149841
hundred,4796,1826,-0.06702621657956347,0.7314184775010633,0.7984446940806267
air,13698,5722,-0.049603272977944576,0.7486813676089217,0.7982846405868662
can't,134130,60603,0.06301503055337968,0.8612649269293751,0.7982498963759954
prey,1090,449,-0.10712514986791014,0.6901277064482121,0.7972528563161222
seen,20878,8372,0.007353875094653182,0.8032443759261103,0.7958905008314572
through,80855,31335,0.060055860190908486,0.8550097620381494,0.7949539018472409
between,11943,5080,-0.014064239062329328,0.7805213838084577,0.794585622870787
write,5491,2219,-0.0182594077324612,0.7757722927942694,0.7940317005267306
known,8792,3499,-0.03363126987327428,0.759537810391077,0.7931690802643513
something,38339,16762,0.054204854106303435,0.8429213008080769,0.7887164467017735
walk,27615,12966,0.00873972281000357,0.7971266378093874,0.7883869149993838
driving,4071,2057,-0.06594766463645693,0.720815406007458,0.7867630706439149
nothing,47914,18901,0.03840080883600401,0.8235898262687175,0.7851890174327134
everything,34017,12611,0.00446962746809694,0.7891926702136249,0.784723042745528
fight,17209,10472,-0.013966178349885613,0.7701472502824356,0.7841134286323211
hang,7754,3140,-0.07153288929993376,0.7105850701962014,0.7821179594961352
eyes,64305,29763,0.05859830753438867,0.8403064275014673,0.7817081199670787
names,2287,951,-0.10388118760243462,0.6777346556827557,0.7816158432851903
high,29050,11240,-0.017304970071185796,0.763827688838941,0.7811326589101268
teach,3488,1560,-0.03352043258430444,0.7476040848332677,0.7811245174175722
streams,597,188,-0.06034278499674854,0.7202925265619761,0.7806353115587246
let,102359,44773,0.0501819079908786,0.8307385353274022,0.7805566273365235
let's,28103,15580,0.015182959435256677,0.7957241367839811,0.7805411773487244
takin,4092,1365,-0.07781414492743821,0.7022671058733763,0.7800812508008145
voice,10889,4922,-0.03281607835758009,0.7464566600981757,0.7792727384557557
each,15161,8169,0.03635869610484399,0.8151497618787458,0.7787910657739018
us,60253,25101,0.06081003754781682,0.8392471905842014,0.7784371530363846
clouds,5569,1956,-0.006306868529081357,0.7715935686072211,0.7779004371363024
feet,13556,6552,-0.01444813350574993,0.7617859278115924,0.7762340613173423
colder,1063,436,0.004759110114016744,0.7805544843275991,0.7757953742135824
put,39588,15081,0.040449011118936895,0.8161263739910176,0.7756773628720808
on,448619,194527,0.06629287924175983,0.8415164630526908,0.7752235838109309
cry,25595,12906,0.037871407174819384,0.8130503806524957,0.7751789734776763
words,23640,9528,0.028841343387864787,0.803588362301306,0.7747470189134412
cold,23598,11464,-0.0004111278303197529,0.7741597164184639,0.7745708442487836
you've,36979,21877,0.0877643371725654,0.8616797233469249,0.7739153861743595
would,55006,21558,0.07890385720350923,0.8510024717912018,0.7720986145876926
has,39627,17869,0.0635727802335415,0.8354642536983504,0.7718914734648089
burn,13551,5213,-0.03459603803536611,0.7371582372648466,0.7717542753002128
o'clock,1600,842,-0.05033169245846494,0.7210885022997043,0.7714201947581693
gon,7845,531,-0.15770498047760065,0.6131397347058751,0.7708447151834757
took,18713,8341,0.08859576595971581,0.8589557763597431,0.7703600104000272
burning,11575,6408,0.00012372239777142663,0.7701584370233306,0.7700347146255592
power,14829,7603,-0.08554231414287627,0.6833688844329744,0.7689111985758507
hard,35681,16748,0.06544609231034158,0.8336829326085029,0.7682368402981613
those,27691,13106,0.02943384355576493,0.796615436950782,0.767181593395017
he's,35218,21234,0.05972148155659786,0.8267503208767544,0.7670288393201565
could,78299,34355,0.09440871380461172,0.8610386320541733,0.7666299182495616
starts,4461,2325,0.03961608895397488,0.8058662312757383,0.7662501423217635
came,23137,10078,0.01779524622137775,0.7840222979261984,0.7662270517048206
some,80759,33146,0.0637478773482301,0.8299519529594471,0.7662040756112171
fi,4790,2548,-0.02241961134883995,0.7430204389561004,0.7654400503049403
able,2268,705,-0.10651236221715618,0.6580701381004898,0.764582500317646
gold,9312,4025,-0.04002664224362547,0.7244789892849367,0.7645056315285622
woke,2910,1040,0.027750107486697394,0.7921663217120988,0.7644162142254014
call,38605,16881,0.013147862246504716,0.7772159872387727,0.7640681249922681
lost,28661,11750,0.017701277239463666,0.7816317611441852,0.7639304839047215
spin,2549,1072,-0.12162013115223881,0.6418880124189736,0.7635081435712124
fills,1668,654,-0.006501955555375371,0.756898922180435,0.7634008777358103
different,8699,3740,-0.024950418507153644,0.7382648795562027,0.7632152980633563
needed,4157,2070,-0.02364676567102196,0.7383389903147928,0.7619857559858147
what,234319,92552,0.0911767598920199,0.8527512724743747,0.7615745125823548
was,168207,69739,0.12830278581277713,0.8893940003544558,0.7610912145416787
wake,10997,4050,0.006109222223191969,0.7666452286272484,0.7605360064040564
show,34015,14948,0.05289343834802401,0.8132623330216555,0.7603688946736316
lot,13126,5779,0.014555071596730189,0.7739693020092434,0.7594142304125132
born,14091,5557,-0.011387568231016415,0.7477075643977906,0.759095132628807
i'll,105522,44513,0.10858344580947124,0.8672650134794806,0.7586815676700094
unsaid,302,143,0.026293543324241032,0.7849389391843159,0.7586453958600748
try,42574,17597,0.046536755785901426,0.8051755523497439,0.7586387965638425
hurts,4188,1891,-0.030773393289318964,0.7278411478699431,0.7586145411592621
