token,source_count,target_count,cosine_before,cosine_after,delta
you,689420,431577,0.3128946640018949,0.8688042885807741,0.5559096245788792
i,608238,399327,0.35339357787276404,0.8660814902970264,0.5126879124242624
and,477066,322890,0.20762044149969672,0.8496120347794369,0.6419915932797402
to,489848,308443,0.1385390908271097,0.8603388331462523,0.7217997423191426
a,452900,280655,0.1978242186627536,0.8552013713347497,0.6573771526719961
me,303937,207768,0.29699109744761454,0.860937004918312,0.5639459074706975
my,244475,165837,0.1449941966188913,0.8615975008545209,0.7166033042356297
in,284885,163340,0.05849967797205381,0.8199886833713331,0.7614890053992793
of,250171,141720,0.1880491098350779,0.8335233712305535,0.6454742613954756
on,194527,126439,0.02210219752649617,0.8276712566056552,0.8055690590791591
your,206293,116451,0.057963884252817545,0.8498156721113204,0.7918517878585029
love,166637,116381,0.10561212900657073,0.809357159366134,0.7037450303595633
that,170585,112610,0.2361236086226295,0.823255523490033,0.5871319148674035
be,142015,93614,0.07051592071072206,0.8476147204123252,0.7770987997016031
all,151640,93427,0.14569976987199412,0.8229783526154058,0.6772785827434116
for,152664,88873,0.027537013903557644,0.8321196683399293,0.8045826544363717
i'm,148560,87959,0.11382039671105046,0.8479136235399661,0.7340932268289156
don't,136363,80362,0.1919995787969779,0.8332975755273078,0.6412979967303298
so,123685,74713,0.11188549541359358,0.8225322910911606,0.710646795677567
know,110626,73687,0.2317689194356939,0.8560000492829134,0.6242311298472195
but,112252,73587,0.21528327184688717,0.833977542391896,0.6186942705450089
no,122019,70563,0.11129909078253503,0.8227892256442232,0.7114901348616882
just,108093,69162,0.29038747675676263,0.7709457346082494,0.4805582578514868
do,95562,65801,0.242170826598489,0.7918522050910883,0.5496813784925993
we,125918,65461,0.1722509803490184,0.8655602386035246,0.6933092582545062
it's,117895,63241,0.1981805019313213,0.8073423038118972,0.6091618018805759
when,95912,60460,0.19220911105571062,0.8411462207534086,0.648937109697698
got,84929,58899,0.061561225452776196,0.827212558232502,0.7656513327797257
can,90807,55482,0.0928541296197373,0.8178123520557712,0.7249582224360339
baby,65793,54815,0.2054029959216922,0.7932074352026055,0.5878044392809133
now,82952,54015,0.19890191909666022,0.7956784757532096,0.5967765566565494
like,91942,52668,0.092409006453115,0.7887622753593988,0.6963532689062838
was,69739,51592,0.08049368170142193,0.8699388803889687,0.7894451986875468
down,70792,50478,0.09518158251828887,0.8034711749716801,0.7082895924533912
time,76888,48272,0.16247762623580705,0.7664434127766042,0.6039657865407971
get,75426,48099,0.09127854203579497,0.8087529301310136,0.7174743880952186
if,68646,47007,0.23212289691682036,0.8239475461576229,0.5918246492408026
up,85514,46729,0.1312812498247403,0.8125272683804827,0.6812460185557424
you're,77707,45547,0.05670950866207473,0.8373500155887814,0.7806405069267067
he,62218,44667,0.13807579687732016,0.8467477023984129,0.7086719055210927
come,61889,43120,0.11794528139324521,0.8064401526514673,0.6884948712582221
she,62282,42256,0.22263035204342851,0.8375087777421613,0.6148784256987327
out,80210,42133,0.14953394801322478,0.7943264891975453,0.6447925411843205
see,64481,42128,-0.017691637413438637,0.8461450612011191,0.8638366986145577
go,69009,42081,0.13531034437735512,0.8180413303636989,0.6827309859863437
have,62403,41410,0.09864622938648945,0.8494920447369262,0.7508458153504367
this,88880,40334,0.2225610351121844,0.8141209902588199,0.5915599551466355
are,74317,39369,-0.007824582440247682,0.8338567328900306,0.8416813153302782
never,66499,37279,0.10633110740581062,0.810418032400924,0.7040869249951134
her,49797,37187,0.167271258798018,0.8340123455791941,0.6667410867811762
way,54272,37016,0.14543723408266873,0.7834190423532965,0.6379818082706278
will,63541,35509,0.11867499253793934,0.8398268869809479,0.7211518944430085
can't,60603,35186,0.05185230614253504,0.8239063766948651,0.7720540705523301
say,63279,33950,0.12011907982794728,0.7907578439275655,0.6706387640996183
as,48640,32968,0.06872299776037653,0.7901633622530952,0.7214403644927188
from,56238,32830,0.004012358723147057,0.7916284840152792,0.7876161252921321
gonna,47644,32328,0.09956416107997243,0.8137846062915278,0.7142204452115554
let,44773,32301,0.05474257641341655,0.8173029735862927,0.7625603971728762
man,40264,32190,0.06310189173252186,0.7597686579199354,0.6966667661874135
make,50684,32096,0.03291787338977019,0.7929676491772493,0.7600497757874791
at,51319,31973,0.15331388954175182,0.8043535889200123,0.6510396993782605
take,51976,30744,0.08540064392413502,0.8511406274329554,0.7657399835088203
want,54857,30276,0.1231166002787333,0.8282289762647055,0.7051123759859722
i'll,44513,30255,0.09177422272539534,0.8436390374968699,0.7518648147714745
well,37134,29822,0.15720964230764756,0.732568767175914,0.5753591248682665
i've,39513,29658,0.17972793162661244,0.8557035724056014,0.675975640778989
away,45621,28857,0.09431739655995688,0.8251135672046516,0.7307961706446947
day,38265,28780,0.15778822276121263,0.818236563252366,0.6604483404911534
back,44262,28505,0.04483696816492409,0.7640224148269962,0.7191854466620721
good,31255,27996,0.13951162246674936,0.7862499951647017,0.6467383726979523
been,34177,27188,0.15703979967027393,0.8422976248950255,0.6852578252247515
night,50357,27185,0.09007616990793435,0.8096499232547064,0.7195737533467721
life,41938,26021,0.11981442663576149,0.7401974282072548,0.6203830015714933
by,39320,25928,0.0026291511681907735,0.727083121294282,0.7244539701260913
right,41845,25876,0.08689858178197044,0.8053049070963859,0.7184063253144155
how,38133,25813,0.16065712377865451,0.7975139143352982,0.6368567905566437
tell,38907,25383,0.08888992927520585,0.800235724834037,0.7113457955588312
feel,40703,25271,0.10698548719197407,0.8391711547817571,0.732185667589783
more,37570,24435,0.08443368359716066,0.821773836175074,0.7373401525779134
