token,source_count,target_count,cosine_before,cosine_after,delta
brighter,462,227,-0.04970977385296128,0.7860686597970101,0.8357784336499714
sittin,1007,666,-0.09767611666512394,0.7027722715944068,0.8004483882595308
ringing,539,440,-0.019957829780280257,0.7464089471232377,0.766366776903518
o'clock,540,323,0.0016301227844065964,0.7668461449597361,0.7652160221753296
let,32301,16217,-0.019739507294988436,0.7377826654377746,0.757522172732763
hush,229,456,-0.08927224461326064,0.6640611832946228,0.7533334279078835
feet,4535,2166,-0.11866494610299902,0.6302047820500157,0.7488697281530148
beatin,146,134,-0.07438461225185303,0.6743762197938896,0.7487608320457426
looka,116,141,-0.03820542387634881,0.7061240802612538,0.7443295041376027
wrote,1057,498,-0.041331431133925414,0.6994191451379292,0.7407505762718547
gently,574,272,-0.037033102623200684,0.701401870099561,0.7384349727227617
whispering,253,171,-0.0010954001402229685,0.73611303095102,0.737208431091243
sounds,1244,579,-0.09003213922330953,0.6435181079658961,0.7335502471892057
colder,211,103,0.04513020813208482,0.7757979383834711,0.7306677302513863
squeeze,553,497,-0.02500057460374205,0.704791554096361,0.729792128700103
tries,368,141,-0.02140875016896916,0.7026775177877097,0.7240862679566789
ain't,21406,9980,-0.037908133826816306,0.6850817943342126,0.7229899281610289
cell,271,159,-0.05764149762051011,0.6649231656720198,0.7225646632925299
lingers,200,105,0.08085965941618534,0.794441480473563,0.7135818210573777
stroll,183,155,0.02689253549295593,0.7394297138443584,0.7125371783514025
wait,5398,3710,-0.0776131289122394,0.6272534537245358,0.7048665826367752
heavens,293,181,-0.074416248735176,0.6269539484969842,0.7013701972321602
echo,280,173,0.03138272738664086,0.7317197414841855,0.7003370140975447
day,28780,18413,-0.002523395235959176,0.6977281171620922,0.7002515123980513
bees,255,204,-0.056138103709171536,0.6425163037315846,0.6986544074407561
bended,146,104,0.13481356072828893,0.832059212676298,0.697245651948009
faster,525,267,-0.061145657196797376,0.6318014588978269,0.6929471160946243
drove,589,276,-0.04760947566684874,0.6436587548065593,0.691268230473408
pony,234,218,-0.049650088140253304,0.6389445563093663,0.6885946444496196
sailed,288,169,0.1198871524659858,0.807898472896481,0.6880113204304952
she,42256,26719,0.07005113071450111,0.7543270094286592,0.6842758787141581
bloom,309,259,0.036214233531914546,0.7204597299600215,0.684245496428107
