rank,token,count
1,the,2175919
2,i,1556523
3,you,1511795
4,and,1170051
5,to,1169392
6,a,1046131
7,me,704643
8,my,692236
9,in,682320
10,of,618674
11,it,572474
12,your,483638
13,on,448619
14,that,434993
15,is,400729
16,i'm,379881
17,for,364611
18,all,351808
19,be,339241
20,with,303938
21,we,299058
22,so,291868
23,don't,281056
24,but,271328
25,like,270076
26,love,260428
27,it's,260238
28,know,257462
29,no,256214
30,this,251278
31,up,234338
32,what,234319
33,just,222036
34,when,221806
35,do,199500
36,now,198771
37,got,195121
38,get,194391
39,can,193523
40,out,183645
41,down,172654
42,if,170752
43,one,170312
44,was,168207
45,time,167013
46,they,165057
47,from,162950
48,see,160210
49,are,156072
50,will,155446
51,you're,146910
52,go,145254
53,never,145002
54,not,140216
55,have,139742
56,come,134341
57,can't,134130
58,he,129784
59,as,127236
60,baby,124779
61,she,123607
62,at,123592
63,way,119839
64,cause,119258
65,want,116339
66,say,115480
67,take,112403
68,back,112045
69,make,111963
70,her,107223
71,life,106223
72,i'll,105522
73,there,105482
74,let,102359
75,by,99586
76,how,99406
77,man,95698
78,feel,92563
79,here,92414
80,away,91805
81,right,85570
82,where,85267
83,day,85241
84,his,84964
85,or,84562
86,i've,83395
87,gonna,83288
88,more,82993
89,ain't,82772
90,need,81212
91,through,80855
92,some,80759
93,that's,80548
94,wanna,80423
95,who,80157
96,could,78299
97,heart,77943
98,night,77665
99,tell,77219
100,about,76892
101,been,76648
102,world,76094
103,our,75001
104,give,74539
105,too,73782
106,then,72725
107,think,71599
108,there's,70714
109,why,69707
110,only,68988
111,well,67475
112,again,65585
113,good,64845
114,little,64410
115,eyes,64305
116,said,63894
117,still,63599
118,mind,63595
119,around,62960
120,them,62461
121,keep,62203
122,had,60832
123,us,60253
124,an,59693
125,every,59579
126,won't,59047
127,over,58254
128,would,55006
129,look,54742
130,girl,53928
131,long,53822
132,always,53405
133,into,53046
134,am,52635
135,off,52316
136,find,52311
137,shit,51237
138,him,50980
139,ya,50624
140,things,49034
141,were,48754
142,nigga,48726
143,ever,48344
144,nothing,47914
145,we're,47388
146,niggas,47076
147,hear,46175
148,home,45643
149,their,44025
150,live,43835
151,than,43692
152,gotta,43592
153,much,43526
154,these,43188
155,head,43130
156,better,43033
157,try,42574
158,before,42300
159,gone,41525
160,another,41411
161,face,41300
162,really,41051
163,inside,41026
164,hold,40937
165,fuck,40452
166,new,40038
167,has,39627
168,put,39588
169,light,39422
170,god,39244
171,believe,39123
172,you'll,39121
173,stop,38987
174,people,38713
175,call,38605
176,real,38605
177,something,38339
178,going,37841
179,she's,37581
180,you've,36979
181,thing,36666
182,leave,36633
183,alone,36095
184,did,36002
185,hard,35681
186,die,35659
187,he's,35218
188,made,35112
189,stay,35101
190,last,35076
191,turn,35038
192,two,34902
193,place,34850
194,em,34841
195,run,34694
196,left,34674
197,soul,34654
198,even,34564
199,old,34195
200,everything,34017
201,show,34015
202,big,32754
203,i'd,32631
204,true,32364
205,black,32148
206,hand,31900
207,end,31819
208,name,31811
209,free,31726
210,pain,31168
211,same,30666
212,without,30594
213,should,30311
214,play,29815
215,fall,29738
216,what's,29583
217,tonight,29536
218,while,29536
219,yes,29489
220,wrong,29434
221,thought,29267
222,high,29050
223,must,28969
224,mine,28854
225,own,28733
226,lost,28661
227,dream,28655
228,dead,28549
229,ass,28520
230,please,28332
231,sun,28318
232,chorus,28315
233,money,28236
234,let's,28103
235,boy,27770
236,those,27691
237,walk,27615
238,because,27305
239,rock,26193
240,other,26170
241,bad,26074
242,break,25970
243,many,25813
244,bitch,25751
245,done,25736
246,cry,25595
247,comes,25511
248,far,25467
249,change,25417
250,forever,25365
251,side,25312
252,stand,25273
253,lord,25024
254,watch,24682
255,fire,24624
256,bring,24599
257,hit,24591
258,myself,24584
259,coming,24351
260,days,24274
261,care,24233
262,didn't,24224
263,hands,24176
264,dreams,24124
265,sky,24077
266,together,23696
267,once,23670
268,words,23640
269,cold,23598
270,remember,23537
271,we'll,23536
272,deep,23449
273,talk,23326
274,enough,23221
275,came,23137
276,blood,23073
277,someone,22948
278,sweet,22859
279,feeling,22788
280,game,22645
281,ride,22643
282,might,22638
283,first,22399
284,start,22162
285,times,22071
286,hope,21923
287,best,21910
288,body,21626
289,rain,21565
290,open,21505
291,maybe,21371
292,hell,21284
293,told,21284
294,looking,21243
295,move,21158
296,waiting,21142
297,song,21136
298,friend,21077
299,door,20986
300,death,20965
301,living,20935
302,seen,20878
303,blue,20704
304,found,20629
305,used,20434
306,any,20427
307,knew,20370
308,wait,20302
309,fly,20274
310,they're,20202
311,sing,20140
312,town,20107
313,behind,20063
314,close,19937
315,makes,19932
316,help,19900
317,round,19869
318,goes,19779
319,understand,19692
320,sometimes,19619
321,everybody,19512
322,dance,19400
323,y'all,19362
324,sure,19344
325,hate,19251
326,its,19207
327,after,19082
328,until,19069
329,heard,19026
330,house,18946
331,mean,18852
332,dark,18715
333,ready,18714
334,took,18713
335,tears,18705
336,touch,18698
337,yourself,18584
338,wish,18555
339,kill,18432
340,may,18410
341,whole,18390
342,years,18357
343,word,18315
344,friends,18149
345,lies,18148
346,crazy,18074
347,today,18005
348,set,17941
349,fear,17903
350,sleep,17879
351,line,17777
352,sound,17727
353,though,17720
354,work,17598
355,heaven,17581
356,listen,17482
357,getting,17456
358,kiss,17265
359,lie,17239
360,fight,17209
361,check,17171
362,truth,17156
363,young,17051
364,under,16963
365,saw,16876
366,alright,16830
367,forget,16688
368,next,16677
369,till,16630
370,kind,16624
371,matter,16524
372,knows,16516
373,strong,16511
374,morning,16432
375,smile,16348
376,roll,16331
377,trying,16255
378,lose,16216
379,went,16096
380,full,15996
381,street,15910
382,ask,15887
383,land,15806
384,ground,15718
385,white,15654
386,til,15614
387,happy,15529
388,hot,15495
389,red,15481
390,seems,15434
391,beat,15417
392,step,15371
393,fool,15342
394,bout,15300
395,lonely,15271
396,straight,15188
397,each,15161
398,anything,15093
399,nobody,15083
400,woman,15052
401,wind,15032
402,da,14910
403,power,14829
404,road,14799
405,three,14756
406,couldn't,14739
407,else,14698
408,easy,14656
409,guess,14577
410,hide,14481
411,we've,14472
412,wonder,14437
413,peace,14405
414,past,14352
415,soon,14208
416,late,14197
417,room,14157
418,lay,14106
419,born,14091
420,tried,14047
421,music,14027
