rank,token,count
144,ya,101830
145,home,99901
146,nigga,98375
147,better,97714
148,than,97399
149,before,94247
150,everything,92194
151,their,91937
152,him,91004
153,live,90628
154,hear,90349
155,face,90254
156,new,90175
157,gone,89834
158,gotta,89529
159,put,89331
160,head,88783
161,try,88556
162,light,88032
163,something,87948
164,fuck,87295
165,leave,87185
166,hold,87047
167,stop,86697
168,inside,86394
169,even,86332
170,niggas,84945
171,much,84665
172,god,84442
173,left,84143
174,really,83065
175,you'll,82795
176,stay,82489
177,call,82325
178,believe,82148
179,did,80710
180,end,80069
181,made,79981
182,has,78847
183,alone,78821
184,another,78578
185,last,78442
186,run,77819
187,hard,77808
188,turn,77263
189,em,77104
190,real,76293
191,show,75895
192,people,75003
193,going,74836
194,you've,74724
195,fall,74579
196,place,74436
197,same,74300
198,thing,74163
199,die,72696
200,lost,72540
201,tonight,70556
202,name,67106
203,without,66673
204,soul,66530
205,she's,66410
206,let's,65752
207,own,65421
208,should,65081
209,two,64971
210,while,64843
211,old,64708
212,i'd,63249
213,money,63085
214,boy,62774
215,sun,62725
216,pain,62714
217,wrong,62256
218,free,62130
219,done,61928
220,hand,61451
221,walk,61377
222,please,60746
223,high,60508
224,change,60381
225,we'll,59882
226,dead,59846
227,its,59533
228,hands,59357
229,thought,59246
230,big,59137
231,play,58632
232,words,58177
233,break,58122
234,what's,57740
235,black,57657
236,myself,57255
237,far,56908
238,days,56613
239,those,56151
240,bitch,55802
241,he's,55692
242,coming,55502
243,stand,54907
244,blood,54639
245,because,54367
246,fire,54183
247,true,53935
248,dream,53396
249,hope,53248
250,sky,53091
251,bring,53039
252,watch,52481
253,song,52295
254,cold,52286
255,side,52239
256,mine,52134
257,other,51694
258,might,51615
259,enough,51447
260,bad,51366
261,first,51295
262,best,50670
263,feeling,50558
264,forever,49985
265,start,49619
266,waiting,49481
267,game,49361
268,wait,49306
269,hit,49287
270,move,49031
271,maybe,49009
272,came,48932
273,sing,48868
274,talk,48811
275,didn't,48000
276,many,47982
277,care,47897
278,must,47752
279,looking,47638
280,open,47353
281,dreams,47221
282,remember,46666
283,once,46606
284,fight,46309
285,y'all,46216
286,chorus,46166
287,hell,46067
288,hate,46046
289,death,45831
290,ride,45733
291,yes,45703
292,told,45658
293,cry,45484
294,dance,44961
295,found,44504
296,comes,44459
297,until,44124
298,seen,44102
299,behind,44026
300,lord,43895
301,getting,43801
302,wish,43497
303,trying,43415
304,times,43306
305,deep,43129
306,together,43044
307,someone,43041
308,close,42994
309,rock,42963
310,ass,42866
311,yourself,42753
312,living,42635
313,fly,42563
314,body,42409
315,dark,41963
316,truth,41926
317,everybody,41841
318,sleep,41594
319,rain,41585
320,after,41439
321,used,40993
322,they're,40979
323,mean,40426
324,friends,40318
325,ready,40273
326,help,40173
327,sound,39973
328,work,39883
329,knew,39617
330,under,39536
331,door,39461
332,fear,39366
333,forget,39252
334,whole,39230
335,any,38655
336,line,38553
337,today,38378
338,lies,38283
339,sweet,38239
340,makes,38204
341,sure,37997
342,though,37860
343,till,37838
344,lie,37819
345,round,37550
346,heard,37530
347,town,37497
348,kill,37491
349,years,37185
350,set,37072
351,friend,36874
352,blue,36780
353,goes,36756
354,bout,36553
355,touch,36442
356,beat,36304
357,sometimes,36222
358,took,36141
359,alright,36068
360,listen,36067
361,lose,35912
362,ground,35820
363,understand,35765
364,next,35733
365,hot,35582
366,crazy,35576
367,da,35570
368,young,35554
369,may,35042
370,matter,34990
371,smile,34760
372,til,34477
373,broken,34466
374,running,33923
375,alive,33765
376,white,33642
377,war,33510
378,roll,33473
379,burn,33243
380,gon,33171
381,city,33107
382,tears,33092
383,anything,33066
384,falling,33050
385,we've,33048
386,ask,32968
387,music,32905
388,kiss,32832
389,fucking,32457
390,save,32324
391,nobody,32249
392,morning,32189
393,past,32147
394,saw,32108
395,full,32098
396,road,32057
397,seems,31940
398,else,31897
399,air,31863
400,house,31699
401,red,31055
402,hide,31044
403,late,30755
404,word,30626
405,girls,30327
406,guess,30159
407,knows,30115
408,chance,29976
409,feet,29888
410,street,29790
411,wake,29611
412,since,29492
413,being,29482
414,step,29422
415,went,29400
416,strong,29399
417,wanted,29235
418,soon,29221
419,room,29200
420,each,29157
421,reason,29096
422,beautiful,29066
423,miss,28801
424,couldn't,28784
425,easy,28718
426,damn,28689
427,tried,28652
428,stars,28644
429,fine,28636
430,kind,28601
431,lot,28489
432,lay,28346
433,streets,28312
434,shine,28244
435,control,28119
436,top,28103
437,thinking,28054
438,earth,28038
439,gave,27981
440,rest,27930
441,straight,27882
442,heaven,27701
443,born,27552
444,feels,27529
445,does,27366
446,along,27356
447,happy,27330
448,floor,27269
449,three,27245
450,upon,27161
451,part,27122
452,arms,27048
453,wind,26900
454,cut,26886
455,slow,26881
456,wonder,26725
457,lonely,26720
458,water,26674
459,follow,26665
460,breath,26587
461,between,26411
462,making,26403
463,land,26212
464,bed,25946
465,fast,25714
466,hurt,25659
467,drop,25589
468,king,25483
469,shake,25405
470,lights,25400
471,son,25371
472,everyone,25344
473,sick,25297
474,rise,25239
475,eye,25184
476,throw,25182
477,doing,25156
478,goodbye,25012
479,sea,24968
480,blow,24945
481,pay,24839
482,such,24803
483,boys,24708
484,low,24678
485,party,24618
486,skin,24601
487,pretty,24424
488,doesn't,24417
489,somebody,24138
490,breathe,23935
491,above,23861
492,star,23842
493,car,23821
494,catch,23815
495,burning,23805
496,peace,23800
497,most,23706
498,yet,23691
499,cuz,23661
500,gets,23644
501,talking,23563
502,mouth,23503
503,pull,23472
504,moon,23406
505,you'd,23399
506,very,23329
507,speak,23267
508,meet,23243
509,sit,23234
510,who's,23181
511,voice,23176
512,trust,23020
513,gun,22963
514,great,22919
515,walking,22862
516,jesus,22771
517,drink,22585
518,tired,22518
519,moment,22354
520,apart,22331
521,power,22328
522,use,22307
523,sorry,22256
524,taking,22219
525,lives,22107
526,felt,22055
527,cool,22018
528,takes,21884
529,afraid,21827
530,rap,21744
531,wouldn't,21688
532,kids,21649
533,half,21585
534,anymore,21567
535,tomorrow,21561
536,wit,21554
537,pass,21494
538,check,21433
539,men,21403
540,darkness,21259
541,standing,21236
542,cannot,21195
543,seem,21146
544,blind,21058
545,fun,21056
546,caught,21050
547,pray,20961
548,tight,20944
549,smoke,20887
550,clear,20852
551,child,20817
552,which,20792
553,reach,20792
554,fool,20763
555,different,20604
556,empty,20594
557,both,20545
558,ones,20451
559,calling,20427
560,says,20412
561,front,20356
562,learn,20308
563,perfect,20235
564,flow,20182
565,turned,20090
566,woman,19942
567,fuckin,19886
568,faith,19736
569,wall,19729
570,mother,19697
571,thoughts,19653
572,hair,19620
573,against,19615
574,started,19368
575,hearts,19364
576,wasn't,19291
577,goin,19285
578,within,19262
579,outside,19224
580,gettin,19185
581,year,19074
582,eat,19057
583,block,18993
584,nice,18960
585,shot,18886
586,four,18849
587,lead,18817
588,whatever,18813
589,bit,18772
590,story,18758
591,holding,18717
592,called,18657
593,sad,18640
594,saying,18639
595,spit,18630
596,drive,18603
597,mad,18518
598,shall,18509
599,im,18437
600,taste,18303
601,already,18276
602,ways,18252
603,club,18239
604,pop,18238
605,across,18205
606,become,18187
607,grow,18172
608,dem,18044
609,watching,18031
610,hood,18023
611,okay,17903
612,leaving,17861
613,future,17841
614,dying,17835
615,known,17824
616,worth,17797
617,loved,17782
618,scared,17737
619,yours,17673
620,wants,17627
621,brain,17566
622,bitches,17529
623,evil,17349
624,blame,17293
625,gold,17271
626,broke,17259
627,cross,17242
628,phone,17241
629,five,17219
630,i'ma,17207
631,finally,17157
632,children,17112
633,nothin,17023
634,act,17009
635,dirty,16933
636,lips,16920
637,wild,16911
638,comin,16902
639,second,16901
640,tryin,16874
641,moving,16873
642,bright,16855
643,carry,16815
644,near,16792
645,summer,16633
646,lookin,16621
647,green,16566
648,dog,16551
649,write,16534
650,holy,16520
651,meant,16493
652,knees,16490
653,fell,16443
654,verse,16410
655,walls,16380
656,mama,16374
657,read,16337
658,keeps,16332
659,pick,16317
660,space,16314
661,thousand,16229
662,promise,16108
663,somewhere,16096
664,christmas,16090
665,silence,16089
666,playing,16037
667,scream,15948
668,ice,15940
669,met,15903
670,send,15895
671,hoes,15878
672,point,15806
673,school,15708
674,flesh,15691
675,sight,15687
676,tear,15678
677,fade,15674
678,self,15652
679,family,15640
680,isn't,15602
681,father,15560
682,kid,15546
683,human,15532
684,angel,15467
685,waste,15456
686,win,15355
687,push,15353
688,thank,15293
689,sense,15181
690,river,15066
691,singing,15061
692,everyday,14999
693,giving,14998
694,heat,14985
695,wings,14963
696,nights,14947
697,ho,14936
698,stuck,14924
699,beyond,14913
700,loving,14847
701,shut,14833
702,buy,14823
703,brother,14822
704,turning,14799
705,lady,14791
706,jump,14739
707,dear,14565
708,laugh,14550
709,sign,14538
710,million,14513
711,they'll,14508
712,talkin,14492
713,songs,14492
714,nowhere,14437
715,looks,14411
716,changed,14375
717,fill,14336
718,di,14315
719,number,14307
720,train,14294
721,honey,14288
722,shame,14208
723,crying,14191
724,memories,14187
725,bang,14147
726,spend,14084
727,loud,14074
728,six,14046
729,means,14045
730,clean,14018
731,hang,13985
732,mi,13952
733,kick,13907
734,dick,13885
735,breaking,13849
736,picture,13849
737,hop,13825
738,weak,13820
739,doubt,13808
740,style,13808
741,ten,13770
742,ring,13733
743,wide,13727
744,less,13676
745,sin,13655
746,dancing,13641
747,window,13637
748,angels,13620
749,few,13570
750,dont,13562
751,fake,13557
752,needs,13510
753,safe,13502
754,telling,13447
755,stone,13432
756,guy,13423
757,state,13421
758,fate,13383
759,rather,13296
760,died,13277
761,hip,13265
762,paper,13259
763,anyone,13229
764,glory,13202
765,closer,13157
766,longer,13139
767,answer,13130
768,track,13126
769,crack,13119
770,feelin,13107
771,doin,13097
772,higher,13071
773,clothes,13059
774,c'mon,13024
775,worry,13005
776,choose,12982
777,everywhere,12968
778,ba,12954
779,swear,12949
780,clouds,12932
781,cash,12931
782,devil,12924
783,deal,12898
784,plan,12889
785,bleed,12879
786,lines,12876
787,pride,12875
788,killing,12866
789,shoes,12859
790,grace,12802
791,piece,12738
792,losing,12729
793,shoot,12717
794,strange,12695
795,glass,12675
796,small,12672
797,shadows,12604
798,wear,12560
799,daddy,12545
800,escape,12505
801,snow,12454
802,warm,12440
803,lil,12429
804,joy,12402
805,hole,12377
806,slowly,12360
807,stick,12332
808,freedom,12319
809,bet,12307
810,spirit,12298
811,tryna,12288
812,storm,12276
813,ahead,12276
814,welcome,12274
815,dust,12259
816,single,12255
817,sex,12252
818,share,12240
819,looked,12238
820,trees,12199
821,livin,12182
822,mess,12154
823,minute,12148
824,trouble,12122
825,babe,12090
826,quick,12085
827,mr,12076
828,repeat,12058
829,lying,12050
830,fucked,11972
831,bones,11939
832,tree,11899
833,path,11898
834,almost,11891
835,begin,11883
836,belong,11868
837,fact,11865
838,anyway,11862
839,secret,11842
840,radio,11820
841,here's,11814
842,simple,11810
843,somethin,11797
844,kept,11778
845,miles,11752
846,dawn,11695
847,none,11678
848,middle,11629
849,dreaming,11624
850,loves,11621
851,return,11613
852,lover,11610
853,ocean,11576
854,souls,11561
855,raise,11553
856,walked,11539
857,shining,11532
858,hello,11511
859,scene,11494
860,happen,11479
861,dry,11408
862,heavy,11407
863,hundred,11394
864,i'mma,11365
865,leaves,11317
866,funny,11311
867,cos,11305
868,memory,11287
869,fresh,11284
870,brought,11274
871,sell,11266
872,instead,11265
873,strength,11262
874,corner,11240
875,west,11239
876,ends,11199
877,guns,11196
878,count,11194
879,murder,11193
880,sitting,11187
881,grave,11165
882,held,11139
883,mic,11137
884,skies,11133
885,stupid,11115
886,feelings,11115
887,awake,11098
888,beauty,11086
889,battle,11062
890,rich,11031
891,turns,11028
892,fighting,11024
893,ball,11004
894,ladies,10982
895,realize,10968
896,given,10916
897,wine,10902
898,seven,10901
899,rhyme,10884
900,pussy,10871
901,feed,10859
902,someday,10847
903,hour,10837
904,tongue,10803
905,neck,10801
906,christ,10771
907,screaming,10738
908,somehow,10727
909,probably,10717
910,filled,10695
911,taken,10690
912,south,10673
913,paid,10646
914,pretend,10644
915,beneath,10625
916,spot,10624
917,crowd,10605
918,bust,10581
919,learned,10563
920,outta,10563
921,poor,10562
922,doo,10492
923,survive,10489
924,missing,10436
925,women,10436
926,insane,10435
927,respect,10426
928,mirror,10425
929,shadow,10384
930,faces,10361
931,sleeping,10342
932,runnin,10341
933,least,10319
934,reality,10294
935,drunk,10246
936,grab,10232
937,shout,10208
938,falls,10186
939,ago,10182
940,working,10181
941,chest,10174
942,desire,10163
943,magic,10153
944,having,10149
945,quite,10149
946,chain,10148
947,gimme,10132
948,praise,10115
949,sounds,10091
950,locked,10086
951,wife,10072
952,searching,10040
953,nine,10020
954,heads,10016
955,knock,10009
956,final,9982
957,smell,9978
958,weed,9976
959,knowing,9943
960,bye,9915
961,double,9907
962,motherfucker,9883
963,job,9868
964,silent,9866
965,hours,9854
966,ok,9820
967,darling,9803
968,race,9796
969,build,9788
970,fallen,9787
971,lift,9786
972,happened,9781
973,sand,9776
974,winter,9767
975,haven't,9747
976,bone,9746
977,question,9737
978,played,9728
979,flame,9720
980,loose,9715
981,beats,9690
982,cover,9689
983,crew,9677
984,life's,9659
985,kinda,9651
986,ghost,9642
987,type,9629
988,price,9606
989,yesterday,9596
990,brand,9591
991,forgive,9578
992,supposed,9568
993,queen,9564
994,weight,9548
995,country,9545
996,hanging,9543
997,bar,9539
998,later,9535
999,spent,9527
1000,gangsta,9505
1001,bound,9484
1002,minds,9471
1003,needed,9442
1004,plus,9398
1005,tv,9377
1006,fat,9376
1007,force,9367
1008,pieces,9364
1009,cars,9320
1010,dope,9305
1011,case,9293
1012,fit,9283
1013,mercy,9264
1014,rules,9249
1015,couple,9222
1016,boom,9221
1017,special,9218
1018,yuh,9209
1019,fingers,9205
1020,stare,9185
1021,key,9182
1022,ill,9175
1023,starts,9164
1024,short,9150
1025,sayin,9148
1026,hurts,9123
1027,he'll,9120
1028,glad,9117
1029,ghetto,9087
1030,news,9071
1031,sunshine,9055
1032,lets,9049
1033,grown,9048
1034,box,9034
1035,proud,9010
1036,sorrow,9006
1037,others,8934
1038,lovin,8929
1039,teeth,8920
1040,book,8896
1041,asked,8886
1042,she'll,8874
1043,makin,8872
1044,crime,8844
1045,dirt,8840
1046,flying,8830
1047,flames,8811
1048,we'd,8789
1049,choice,8745
1050,breathing,8736
1051,built,8728
1052,anybody,8723
1053,places,8721
1054,golden,8681
1055,twenty,8665
1056,pack,8659
1057,view,8651
1058,endless,8642
1059,sent,8636
1060,ran,8629
1061,games,8623
1062,it'll,8618
1063,problem,8613
1064,luck,8597
1065,th,8593
1066,killed,8590
1067,thinkin,8586
1068,thug,8582
1069,rolling,8551
1070,week,8550
1071,steal,8544
1072,band,8536
1073,lock,8536
1074,mountain,8521
1075,age,8521
1076,twice,8521
1077,sold,8516
1078,bleeding,8514
1079,treat,8509
1080,homie,8500
1081,rhymes,8461
1082,cats,8456
1083,vision,8447
1084,quiet,8445
1085,business,8440
1086,soft,8434
1087,record,8434
1088,blues,8417
1089,edge,8411
1090,york,8407
1091,spread,8379
1092,waves,8377
1093,growing,8374
1094,harder,8369
1095,bridge,8367
1096,trip,8358
1097,below,8352
1098,test,8328
1099,brings,8311
1100,slip,8305
1101,wasted,8298
1102,dumb,8287
1103,voices,8272
1104,regret,8268
1105,bottle,8264
1106,don,8256
1107,fears,8250
1108,stuff,8234
1109,asleep,8219
1110,explain,8207
1111,enemy,8186
1112,de,8176
1113,fi,8175
1114,passed,8148
1115,brown,8148
1116,quit,8124
1117,driving,8120
1118,knife,8119
1119,prove,8119
1120,freak,8104
1121,grind,8102
1122,bag,8102
1123,food,8094
1124,rising,8093
1125,bought,8089
1126,bird,8081
1127,hoping,8072
1128,dress,8070
1129,master,8068
1130,wash,8054
1131,stage,8051
1132,history,8042
1133,wet,8036
1134,wrote,8033
1135,bottom,8017
1136,bounce,8011
1137,machine,8003
1138,figure,8000
1139,pure,7990
1140,steel,7984
1141,deny,7973
1142,re,7924
1143,paint,7907
1144,bow,7896
1145,fame,7896
1146,destiny,7892
1147,laid,7862
1148,beside,7858
1149,ma,7857
1150,drown,7856
1151,fair,7855
1152,bodies,7842
1153,dig,7841
1154,wave,7819
1155,keeping,7803
1156,hook,7801
1157,riding,7798
1158,suck,7764
1159,listening,7748
1160,seeing,7747
1161,everybody's,7737
1162,birds,7731
1163,sexy,7717
1164,dj,7716
1165,woo,7711
1166,lucky,7711
1167,ears,7691
1168,lived,7680
1169,stronger,7673
1170,cried,7662
1171,remain,7646
1172,silver,7645
1173,thats,7640
1174,one's,7639
1175,rollin,7623
1176,ourselves,7612
1177,laughing,7602
1178,worse,7588
1179,chains,7563
1180,beast,7554
1181,asking,7539
1182,worst,7534
1183,gods,7526
1184,forgotten,7523
1185,mistake,7491
1186,guys,7490
1187,cops,7463
1188,brothers,7459
1189,bomb,7457
1190,law,7456
1191,mistakes,7446
1192,calm,7445
1193,search,7439
1194,moves,7435
1195,east,7435
1196,grey,7433
1197,flip,7418
1198,torn,7400
1199,ya'll,7392
1200,veins,7377
1201,hiding,7367
1202,cat,7367
1203,ear,7363
1204,blessed,7348
1205,team,7340
1206,staring,7335
1207,burns,7314
1208,shows,7291
1209,attack,7284
1210,closed,7257
1211,plans,7256
1212,dollar,7252
1213,doors,7250
1214,saved,7216
1215,sister,7215
1216,tall,7194
1217,coast,7185
1218,shots,7183
1219,teach,7175
1220,thang,7172
1221,drugs,7172
1222,cries,7170
1223,speed,7162
1224,eternal,7160
1225,legs,7157
1226,signs,7155
1227,art,7134
1228,dare,7133
1229,sweat,7129
1230,anywhere,7122
1231,changing,7117
1232,mo,7115
1233,lovely,7098
1234,rip,7092
1235,they've,7090
1236,tough,7080
1237,course,7071
1238,bite,7067
1239,distance,7061
1240,beginning,7057
1241,rose,7050
1242,early,7040
1243,flowers,7039
1244,dough,7036
1245,calls,7027
1246,ending,7025
1247,playin,6990
1248,rush,6986
1249,disappear,6961
1250,misery,6958
1251,message,6953
1252,imagine,6948
1253,lovers,6939
1254,demons,6934
1255,passing,6933
1256,wondering,6933
1257,fools,6924
1258,fading,6923
1259,bear,6922
1260,metal,6921
1261,cast,6916
1262,won,6909
1263,bigger,6904
1264,seek,6889
1265,movin,6883
1266,handle,6877
1267,attention,6872
1268,passion,6868
1269,weather,6847
1270,curse,6842
1271,pimp,6819
1272,burned,6815
1273,gives,6812
1274,bitter,6808
1275,deserve,6808
1276,whenever,6802
1277,thee,6794
1278,haters,6793
1279,embrace,6784
1280,either,6775
1281,underneath,6760
1282,rule,6747
1283,everything's,6744
1284,fix,6742
1285,rage,6742
1286,climb,6741
1287,spinning,6737
1288,clap,6726
1289,boss,6718
1290,rhythm,6711
1291,crown,6704
1292,answers,6701
1293,favorite,6681
1294,deeper,6678
1295,system,6676
1296,join,6671
1297,stood,6670
1298,police,6666
1299,heal,6665
1300,jack,6664
1301,chase,6658
1302,chick,6652
1303,class,6647
1304,naked,6642
1305,hill,6641
1306,meaning,6621
1307,spin,6610
1308,underground,6608
1309,midnight,6597
1310,noise,6596
1311,drinking,6592
1312,rocks,6589
1313,dude,6581
1314,clock,6572
1315,man's,6565
1316,wicked,6564
1317,park,6557
1318,faster,6555
1319,diamonds,6549
1320,ship,6545
1321,letting,6531
1322,fail,6523
1323,form,6519
1324,raised,6513
1325,finger,6512
1326,destroy,6506
1327,steady,6501
1328,breaks,6496
1329,chill,6492
1330,lust,6489
1331,whisper,6479
1332,foot,6478
1333,god's,6467
1334,hungry,6462
1335,mom,6460
1336,taught,6459
1337,woke,6456
1338,problems,6454
1339,secrets,6449
1340,crawl,6448
1341,shouldn't,6447
1342,written,6429
1343,bread,6421
1344,beef,6418
1345,mighty,6417
1346,hits,6417
1347,buried,6401
1348,holla,6393
1349,color,6386
1350,questions,6370
1351,rappers,6367
1352,crash,6359
1353,raw,6357
1354,breeze,6354
1355,cup,6354
1356,sugar,6343
1357,church,6338
1358,store,6322
1359,anger,6314
1360,blast,6300
1361,beating,6299
1362,stopped,6298
1363,reasons,6296
1364,building,6282
1365,wheel,6271
1366,throat,6267
1367,seat,6266
1368,remains,6261
1369,guide,6240
1370,swing,6236
1371,takin,6235
1372,paradise,6229
1373,beer,6229
1374,ashes,6210
1375,that'll,6209
1376,forgot,6209
1377,shoulder,6205
1378,swallow,6200
1379,divine,6197
1380,sins,6192
1381,candy,6191
1382,bars,6189
1383,trapped,6183
1384,decide,6174
1385,bloody,6151
1386,mary,6146
1387,nation,6145
1388,begun,6134
1389,eight,6133
1390,pen,6129
1391,bless,6127
1392,frozen,6123
1393,twisted,6118
1394,wonderful,6116
1395,hustle,6115
1396,youth,6111
1397,watched,6111
1398,thin,6107
1399,pulled,6106
1400,motherfuckers,6097
1401,thy,6095
1402,north,6093
1403,missed,6091
1404,folks,6087
1405,release,6081
1406,pleasure,6078
1407,pictures,6073
1408,evening,6068
1409,gift,6067
1410,spell,6058
1411,poison,6050
1412,prayer,6049
1413,pocket,6045
1414,super,6017
1415,momma,6010
1416,yellow,5999
1417,sunday,5987
1418,pressure,5977
1419,surrender,5972
1420,circle,5966
1421,ridin,5952
1422,wherever,5951
1423,scars,5948
1424,precious,5932
1425,order,5925
1426,thunder,5924
1427,stranger,5918
1428,flows,5918
1429,page,5900
1430,arm,5894
1431,tune,5893
1432,bend,5887
1433,names,5887
1434,towards,5878
1435,dat,5875
1436,happens,5874
1437,person,5874
1438,mark,5866
1439,surprise,5864
1440,disease,5856
1441,bus,5849
1442,letter,5848
1443,slide,5847
1444,nature,5834
1445,steps,5830
1446,dad,5821
1447,guitar,5816
1448,older,5816
1449,lick,5814
1450,cares,5804
1451,nothing's,5795
1452,struggle,5788
1453,table,5779
1454,sacrifice,5774
1455,desert,5765
1456,claim,5765
1457,acting,5763
1458,ease,5759
1459,dressed,5756
1460,happiness,5750
1461,hollow,5730
1462,dogs,5727
1463,suffer,5725
1464,begins,5722
1465,nose,5720
1466,bullshit,5718
1467,walkin,5718
1468,kingdom,5707
1469,mystery,5694
1470,fo,5690
1471,grass,5686
1472,runs,5683
1473,forward,5683
1474,difference,5682
1475,cost,5670
1476,fault,5650
1477,enemies,5640
1478,switch,5624
1479,tracks,5620
1480,where's,5619
1481,love's,5613
1482,wearing,5612
1483,hidden,5607
1484,madness,5603
1485,beg,5601
1486,stole,5600
1487,starting,5599
1488,comfort,5593
1489,suddenly,5592
1490,drama,5591
1491,unknown,5588
1492,mission,5582
1493,click,5576
1494,wasting,5570
1495,stories,5570
1496,twist,5568
1497,sink,5562
1498,highway,5561
1499,whether,5557
1500,wishing,5554
1501,split,5553
1502,whip,5537
1503,shore,5532
1504,tied,5529
1505,draw,5528
1506,ancient,5521
1507,shines,5517
1508,truck,5499
1509,fist,5490
1510,unless,5488
1511,dies,5479
1512,drug,5476
1513,barely,5475
1514,mountains,5472
1515,suffering,5468
1516,eternity,5467
1517,slave,5467
1518,rough,5461
1519,bury,5457
1520,movie,5457
1521,cloud,5446
1522,cock,5443
1523,diamond,5443
1524,sittin,5423
1525,sail,5416
1526,killer,5414
1527,thugs,5412
1528,innocent,5401
1529,john,5400
1530,smoking,5391
1531,bullet,5383
1532,tha,5381
1533,vain,5378
1534,remind,5377
1535,spring,5368
1536,thanks,5357
1537,waitin,5355
1538,drowning,5353
1539,soldier,5340
1540,grip,5339
1541,bells,5339
1542,aren't,5337
1543,grand,5333
1544,shaking,5328
1545,promised,5325
1546,covered,5325
1547,cop,5317
1548,bringing,5315
1549,ugly,5313
1550,birth,5312
1551,planet,5310
1552,nuh,5309
1553,winds,5303
1554,strike,5303
1555,keys,5297
1556,pants,5295
1557,wise,5293
1558,exactly,5292
1559,grew,5287
1560,chasing,5284
1561,tide,5270
1562,notice,5270
1563,action,5267
1564,shawty,5267
1565,promises,5266
1566,changes,5260
1567,truly,5252
1568,busy,5249
1569,brave,5248
1570,shorty,5247
1571,fed,5245
1572,became,5245
1573,cruel,5240
1574,pound,5240
1575,spoken,5231
1576,violence,5229
1577,onto,5228
1578,admit,5228
1579,wounds,5226
1580,punk,5226
1581,lately,5225
1582,gates,5218
1583,smiling,5218
1584,crush,5217
1585,further,5216
1586,trick,5215
1587,shirt,5214
1588,flight,5209
1589,minutes,5205
1590,glow,5200
1591,complete,5198
1592,gang,5193
1593,beach,5192
1594,certain,5189
1595,drag,5187
1596,jail,5182
1597,confused,5178
1598,joke,5173
1599,lean,5165
1600,rockin,5158
1601,opened,5153
1602,fields,5141
1603,forth,5137
1604,zone,5135
1605,reaching,5135
1606,grows,5123
1607,stayed,5119
1608,sword,5103
1609,expect,5099
1610,girlfriend,5093
1611,threw,5084
1612,seemed,5075
1613,shed,5069
1614,false,5067
1615,buck,5066
1616,colors,5064
1617,holds,5061
1618,waited,5060
1619,cheap,5054
1620,hurry,5054
1621,moved,5053
1622,blows,5046
1623,doctor,5045
1624,thick,5043
1625,travel,5041
1626,motherfuckin,5039
1627,blowing,5020
1628,stands,5018
1629,greatest,5015
1630,jeans,5013
1631,everytime,5011
1632,danger,5008
1633,among,5007
1634,judge,5001
1635,settle,4994
1636,hat,4987
1637,throne,4976
1638,universe,4971
1639,kings,4969
1640,situation,4966
1641,disguise,4958
1642,aim,4958
1643,wrapped,4947
1644,gas,4932
1645,hoo,4931
1646,rings,4928
1647,garden,4916
1648,boat,4909
1649,pushing,4909
1650,cream,4907
1651,jah,4903
1652,sees,4893
1653,showed,4890
1654,screams,4879
1655,hopes,4877
1656,hero,4876
1657,horse,4874
1658,suicide,4873
1659,amazing,4869
1660,soldiers,4869
1661,headed,4867
1662,world's,4857
1663,serve,4848
1664,california,4844
