rank,token,count
1413,fellow,347
1414,wash,347
1415,summertime,347
1416,comfort,346
1417,coal,346
1418,bag,346
1419,settle,345
1420,outta,345
1421,supposed,345
1422,fact,345
1423,afternoon,345
1424,dreamin,345
1425,repeat,344
1426,tenderly,344
1427,bottom,344
1428,awful,344
1429,bee,344
1430,letters,344
1431,flat,344
1432,begun,343
1433,agree,343
1434,painted,342
1435,stole,342
1436,cling,341
1437,pulled,341
1438,lazy,340
1439,spread,340
1440,machine,340
1441,bum,340
1442,sleigh,339
1443,spoke,339
1444,fears,338
1445,beating,338
1446,person,338
1447,likes,337
1448,bom,337
1449,note,336
1450,bones,336
1451,thou,336
1452,cheer,335
1453,cover,334
1454,north,334
1455,worse,334
1456,damn,333
1457,pie,332
1458,changing,332
1459,gather,332
1460,favorite,331
1461,hopes,330
1462,lock,330
1463,mother's,329
1464,dove,329
1465,ashamed,328
1466,jealous,328
1467,pocket,328
1468,broadway,327
1469,desert,327
1470,moved,327
1471,callin,327
1472,verse,326
1473,gypsy,326
1474,named,326
1475,flies,325
1476,legs,325
1477,meaning,325
1478,planned,325
1479,handsome,324
1480,horn,324
1481,maid,324
1482,cheek,324
1483,names,323
1484,o'er,323
1485,o'clock,323
1486,advice,321
1487,cruel,321
1488,perfect,321
1489,pleasure,321
1490,nor,321
1491,penny,320
1492,blessed,320
1493,drum,319
1494,thunder,319
1495,soldier,319
1496,wears,318
1497,longing,318
1498,saved,318
1499,rode,318
1500,prison,317
1501,treated,317
1502,blowing,317
1503,himself,317
1504,coat,316
1505,james,315
1506,promises,315
1507,ticket,315
1508,speed,315
1509,ended,315
1510,remain,314
1511,ling,313
1512,boo,313
1513,swim,312
1514,bringing,312
1515,whether,312
1516,hug,311
1517,minutes,311
1518,rough,310
1519,scream,310
1520,stuck,310
1521,kissin,309
1522,awhile,308
1523,rainy,308
1524,rule,308
1525,gate,308
1526,purple,308
1527,rush,308
1528,sell,307
1529,thanks,307
1530,spinning,307
1531,except,306
1532,harm,306
1533,message,305
1534,takin,305
1535,season,305
1536,field,305
1537,bus,305
1538,aside,304
1539,aren't,304
1540,heavenly,303
1541,chase,303
1542,lotta,303
1543,ours,302
1544,point,302
1545,natural,301
1546,paris,301
1547,hip,301
1548,feelings,301
1549,strangers,301
1550,lo,300
1551,charlie,299
1552,fellas,299
1553,mexico,299
1554,farm,299
1555,food,299
1556,colors,299
1557,strength,298
1558,hearted,298
1559,simply,298
1560,drifting,298
1561,waves,298
1562,locked,297
1563,plane,297
1564,worked,297
1565,september,296
1566,chicago,296
1567,begging,296
1568,wet,296
1569,lift,296
1570,ridin,295
1571,strings,295
1572,unkind,295
1573,thirty,295
1574,drunk,295
1575,steel,294
1576,question,294
1577,tiny,294
1578,mrs,294
1579,shoo,293
1580,reached,293
1581,battle,293
1582,march,292
1583,lines,292
1584,seek,292
1585,voices,292
1586,doggone,291
1587,imagine,291
1588,preacher,291
1589,command,291
1590,box,291
1591,anytime,290
1592,jimmy,290
1593,complete,290
1594,ann,289
1595,pair,289
1596,minds,289
1597,heads,289
1598,also,288
1599,mojo,288
1600,finger,288
1601,reality,287
1602,slave,287
1603,bite,287
1604,picked,287
1605,ta,286
1606,mississippi,286
1607,memphis,286
1608,toes,286
1609,became,286
1610,shows,286
1611,spirit,285
1612,dim,284
1613,kansas,284
1614,donna,284
1615,board,284
1616,corn,284
1617,cherry,284
1618,dare,284
1619,master,283
1620,caress,283
1621,steady,283
1622,smell,283
1623,endless,283
1624,god's,283
1625,rising,283
1626,asleep,281
1627,friday,281
1628,push,280
1629,talked,280
1630,feed,280
1631,plays,280
1632,scared,279
1633,rider,278
1634,trail,278
1635,eternity,278
1636,torn,278
1637,faithful,277
1638,cos,277
1639,that'll,277
1640,indian,277
1641,someone's,276
1642,somebody's,276
1643,raised,276
1644,drove,276
1645,twelve,276
1646,happening,276
1647,woman's,275
1648,lane,275
1649,hiding,275
1650,tom,275
1651,warning,275
1652,restless,275
1653,marching,274
1654,dies,274
1655,satisfy,274
1656,gon,274
1657,danger,274
1658,sue,273
1659,lad,273
1660,trade,273
1661,radio,273
1662,decide,273
1663,windows,273
1664,moments,273
1665,army,273
1666,funky,272
1667,breathe,272
1668,art,272
1669,heat,272
1670,gently,272
1671,exactly,271
1672,deeper,271
1673,rum,270
1674,cared,270
1675,jerk,270
1676,self,270
1677,joke,270
1678,hop,269
1679,turnin,269
1680,ruby,269
1681,mi,269
1682,sock,269
1683,fought,269
1684,sailing,268
1685,underneath,268
1686,stuff,268
1687,boots,268
1688,faster,267
1689,ending,267
1690,showed,267
1691,wa,266
1692,weeping,266
1693,milk,266
1694,pink,266
1695,mom,265
1696,truck,265
1697,balloon,265
1698,mama's,265
1699,deny,265
1700,waits,265
1701,keeping,264
1702,lordy,264
1703,tenderness,264
1704,jumped,264
1705,horses,264
1706,county,264
1707,washed,264
1708,muddy,264
1709,indeed,263
1710,movie,263
1711,journey,262
1712,appear,262
1713,drivin,261
1714,treasure,261
1715,path,261
1716,lyin,261
1717,june,261
1718,faded,260
1719,raining,260
1720,guns,260
1721,rocks,260
1722,opened,260
1723,cars,260
1724,shared,260
1725,cowboy,259
1726,friendly,259
1727,ramblin,259
1728,vow,259
1729,bare,259
1730,bloom,259
1731,neath,259
1732,mood,258
1733,bah,258
1734,stormy,258
1735,drums,258
1736,iron,258
1737,rules,258
1738,grace,258
1739,birthday,258
1740,rainbows,257
1741,honest,257
1742,fail,257
1743,swinging,257
1744,fix,257
1745,raindrops,257
1746,eve,256
1747,drown,256
1748,misty,256
1749,tale,256
1750,able,256
1751,meh,255
1752,holiday,255
1753,summer's,255
1754,passes,255
1755,cloudy,255
1756,bull,255
1757,written,255
1758,doodle,253
1759,rolled,253
1760,circle,253
1761,flyin,253
1762,henry,253
1763,led,253
1764,crown,253
1765,jim,253
1766,molly,253
1767,shoe,252
1768,youth,252
1769,aching,252
1770,suit,252
1771,sunset,252
1772,followed,252
1773,sold,252
1774,offer,251
1775,burned,250
1776,sits,250
1777,mist,250
