token,clean_token,is_short_token,has_repeated_char_pattern,has_nonstandard_chars,is_probable_name,is_probable_filler,quality_flags,min_count_all_labels,max_count_all_labels,mean_count_all_labels,count_ratio_max_to_min,count_cv_all_labels,range_cosine_similarity,range_cosine_distance,adjacent_distance_mean,adjacent_distance_sum,adjacent_distance_max,dominant_jump_pair,one_step_dominance,count_1960_1969,count_1970_1979,count_1980_1989,count_1990_1999,count_2000_2009,count_2010_2019,cos_1960_1969__to__1970_1979,cos_1970_1979__to__1980_1989,cos_1980_1989__to__1990_1999,cos_1990_1999__to__2000_2009,cos_2000_2009__to__2010_2019,dist_1960_1969__to__1970_1979,dist_1970_1979__to__1980_1989,dist_1980_1989__to__1990_1999,dist_1990_1999__to__2000_2009,dist_2000_2009__to__2010_2019
frankie,True,False,False,False,False,False,,105,1487,421.6666666666667,14.161904761904761,1.1521833367976428,0.39193180203437805,0.608068197965622,0.500839763879776,2.50419881939888,0.608789473772049,1980_1989__to__1990_1999,0.24310748374132118,105,141,161,238,398,1487,0.6366199851036072,0.5851361751556396,0.39121052622795105,0.45597922801971436,0.42685526609420776,0.3633800148963928,0.41486382484436035,0.608789473772049,0.5440207719802856,0.5731447339057922
ladies,True,False,False,False,False,False,,449,27357,7909.5,60.928730512249444,1.1802748536303276,0.4359157979488373,0.5640842020511627,0.38132818341255187,1.9066409170627594,0.608024924993515,1960_1969__to__1970_1979,0.31889849816618676,449,1594,2678,4397,10982,27357,0.391975075006485,0.5596132278442383,0.6713213920593262,0.6885283589363098,0.7819210290908813,0.608024924993515,0.4403867721557617,0.32867860794067383,0.3114716410636902,0.21807897090911865
cuz,True,False,False,False,False,False,,101,179081,35592.833333333336,1773.079207920792,1.8179405641209045,0.4808638393878937,0.5191361606121063,0.4151731312274933,2.0758656561374664,0.607124924659729,1960_1969__to__1970_1979,0.2924683121302742,101,223,939,9552,23661,179081,0.392875075340271,0.41246649622917175,0.5361729860305786,0.7549027800559998,0.8277170062065125,0.607124924659729,0.5875335037708282,0.4638270139694214,0.24509721994400024,0.17228299379348755
wee,True,False,False,False,False,False,,504,5486,1687.3333333333333,10.884920634920634,1.0430290901369617,0.3069814145565033,0.6930185854434967,0.5454728782176972,2.7273643910884857,0.6063355505466461,1970_1979__to__1980_1989,0.2223155631597356,504,569,575,1185,1805,5486,0.43843626976013184,0.3936644494533539,0.4323541224002838,0.5119491219520569,0.49623164534568787,0.5615637302398682,0.6063355505466461,0.5676458775997162,0.4880508780479431,0.5037683546543121
whip,True,False,False,False,False,False,,119,69595,13043.666666666666,584.8319327731092,1.9439732888159087,0.25957128405570984,0.7404287159442902,0.44281556010246276,2.214077800512314,0.605791300535202,1980_1989__to__1990_1999,0.2736088589095778,119,325,752,1934,5537,69595,0.5602025985717773,0.508549690246582,0.394208699464798,0.5824774503707886,0.7404837608337402,0.43979740142822266,0.49145030975341797,0.605791300535202,0.4175225496292114,0.25951623916625977
force,True,False,False,False,False,False,,111,30351,7648.833333333333,273.43243243243245,1.3883112272974087,0.2979697585105896,0.7020302414894104,0.4412277162075043,2.2061385810375214,0.6055278480052948,1970_1979__to__1980_1989,0.2744740757493675,111,529,1529,4006,9367,30351,0.4028829336166382,0.3944721519947052,0.5362594723701477,0.6641397476196289,0.7961071133613586,0.5971170663833618,0.6055278480052948,0.4637405276298523,0.3358602523803711,0.20389288663864136
main,True,False,False,False,False,False,,158,26286,5520.0,166.36708860759492,1.694320183851248,0.2920688986778259,0.7079311013221741,0.5001368343830108,2.5006841719150543,0.6054366230964661,1970_1979__to__1980_1989,0.24210839173377713,158,492,769,1939,3476,26286,0.4880885183811188,0.39456337690353394,0.4334107041358948,0.534912109375,0.6483411192893982,0.5119114816188812,0.6054366230964661,0.5665892958641052,0.465087890625,0.3516588807106018
stoned,True,False,False,False,False,False,,218,8980,2110.3333333333335,41.19266055045872,1.4748803310874046,0.39867299795150757,0.6013270020484924,0.4712947070598602,2.356473535299301,0.6044745147228241,1980_1989__to__1990_1999,0.25651657261071187,218,486,304,980,1694,8980,0.556696355342865,0.511349081993103,0.3955254852771759,0.5128378868103027,0.6671176552772522,0.443303644657135,0.488650918006897,0.6044745147228241,0.48716211318969727,0.3328823447227478
baba,True,False,False,False,False,False,,103,3133,701.5,30.41747572815534,1.5575181809046388,0.2677310109138489,0.7322689890861511,0.5129530131816864,2.564765065908432,0.6039683222770691,2000_2009__to__2010_2019,0.2354868016198378,103,158,205,171,439,3133,0.5201496481895447,0.45142343640327454,0.5563371181488037,0.5112930536270142,0.3960316777229309,0.4798503518104553,0.5485765635967255,0.4436628818511963,0.48870694637298584,0.6039683222770691
cos,True,False,False,False,False,False,,277,42922,10738.0,154.95306859205778,1.3826768316506275,0.42783668637275696,0.572163313627243,0.4339594841003418,2.169797420501709,0.6027141809463501,1960_1969__to__1970_1979,0.2777744020024635,277,1265,2718,5941,11305,42922,0.3972858190536499,0.5238506197929382,0.526087760925293,0.668716549873352,0.7142618298530579,0.6027141809463501,0.47614938020706177,0.47391223907470703,0.33128345012664795,0.28573817014694214
