token,clean_token,is_short_token,has_repeated_char_pattern,has_nonstandard_chars,is_probable_name,is_probable_filler,quality_flags,min_count_all_labels,max_count_all_labels,mean_count_all_labels,count_ratio_max_to_min,count_cv_all_labels,range_cosine_similarity,range_cosine_distance,adjacent_distance_mean,adjacent_distance_sum,adjacent_distance_max,dominant_jump_pair,one_step_dominance,count_1960_1969,count_1970_1979,count_1980_1989,count_1990_1999,count_2000_2009,count_2010_2019,cos_1960_1969__to__1970_1979,cos_1970_1979__to__1980_1989,cos_1980_1989__to__1990_1999,cos_1990_1999__to__2000_2009,cos_2000_2009__to__2010_2019,dist_1960_1969__to__1970_1979,dist_1970_1979__to__1980_1989,dist_1980_1989__to__1990_1999,dist_1990_1999__to__2000_2009,dist_2000_2009__to__2010_2019
chill,True,False,False,False,False,False,,142,44333,9407.5,312.2042253521127,1.6774372935976645,0.2237277328968048,0.7762722671031952,0.33400955200195315,1.6700477600097656,0.4532703161239624,1970_1979__to__1980_1989,0.271411588924446,142,310,1149,4019,6492,44333,0.6947299242019653,0.5467296838760376,0.6149986386299133,0.7087785601615906,0.7647154331207275,0.30527007579803467,0.4532703161239624,0.38500136137008667,0.2912214398384094,0.23528456687927246
mhm,True,False,False,False,False,False,,163,4965,1022.8333333333334,30.460122699386503,1.7241066866241943,0.22535979747772217,0.7746402025222778,0.6123487740755081,3.0617438703775406,0.758440300822258,2000_2009__to__2010_2019,0.24771513651425567,163,270,199,264,276,4965,0.44759923219680786,0.3978882431983948,0.423637330532074,0.4275716245174408,0.241559699177742,0.5524007678031921,0.6021117568016052,0.576362669467926,0.5724283754825592,0.758440300822258
donna,False,False,False,False,True,False,probable_name,157,1152,418.1666666666667,7.337579617834395,0.8109911885000529,0.2255466729402542,0.7744533270597458,0.5960592150688171,2.9802960753440857,0.6446989178657532,1970_1979__to__1980_1989,0.21632042641646615,284,176,157,338,402,1152,0.4071578085422516,0.3553010821342468,0.3970140516757965,0.44829443097114563,0.41193655133247375,0.5928421914577484,0.6446989178657532,0.6029859483242035,0.5517055690288544,0.5880634486675262
cha,True,False,False,False,False,False,,428,10133,3095.8333333333335,23.675233644859812,1.0911066122005793,0.2290964424610138,0.7709035575389862,0.5525444924831391,2.762722462415695,0.595097541809082,1960_1969__to__1970_1979,0.21540257840041416,428,542,1129,2329,4014,10133,0.40490245819091797,0.45764756202697754,0.4796028435230255,0.4646316170692444,0.4304930567741394,0.595097541809082,0.5423524379730225,0.5203971564769745,0.5353683829307556,0.5695069432258606
jenny,False,False,False,False,True,False,probable_name,226,2494,804.0,11.035398230088495,0.9992179478708226,0.236643448472023,0.763356551527977,0.5823736965656281,2.9118684828281403,0.6721922159194946,1980_1989__to__1990_1999,0.23084566486554733,226,256,302,520,1026,2494,0.42417845129966736,0.4218761622905731,0.32780778408050537,0.4029543101787567,0.5113148093223572,0.5758215487003326,0.5781238377094269,0.6721922159194946,0.5970456898212433,0.4886851906776428
pan,True,False,False,False,False,False,,112,8301,1831.1666666666667,74.11607142857143,1.5982287851168904,0.23776370286941528,0.7622362971305847,0.43955245018005373,2.1977622509002686,0.49611109495162964,1960_1969__to__1970_1979,0.22573465111997798,112,196,267,700,1411,8301,0.5038889050483704,0.5390347838401794,0.5808423161506653,0.5671432018280029,0.6113285422325134,0.49611109495162964,0.46096521615982056,0.4191576838493347,0.43285679817199707,0.3886714577674866
hood,True,False,False,False,False,False,,102,65863,14972.666666666666,645.7156862745098,1.5774973342933054,0.2394191473722458,0.7605808526277542,0.38953201174736024,1.9476600587368011,0.5675619840621948,1980_1989__to__1990_1999,0.29140710747557247,102,141,280,5427,18023,65863,0.6138582825660706,0.4908427894115448,0.4324380159378052,0.6947575807571411,0.8204432725906372,0.38614171743392944,0.5091572105884552,0.5675619840621948,0.3052424192428589,0.1795567274093628
wah,True,False,False,False,False,False,,673,10135,2612.5,15.059435364041605,1.3001351934535044,0.23980079591274261,0.7601992040872574,0.502464371919632,2.51232185959816,0.5957150757312775,1990_1999__to__2000_2009,0.23711733966545223,673,743,754,1367,2003,10135,0.4780571460723877,0.5281853079795837,0.5154232978820801,0.40428492426872253,0.5617274641990662,0.5219428539276123,0.47181469202041626,0.4845767021179199,0.5957150757312775,0.43827253580093384
joey,False,False,False,False,False,True,probable_filler,113,3043,761.6666666666666,26.92920353982301,1.3586022154736008,0.24275752902030945,0.7572424709796906,0.5610985517501831,2.8054927587509155,0.6084328293800354,1990_1999__to__2000_2009,0.21687200135598528,133,113,369,278,634,3043,0.5181297659873962,0.4553406238555908,0.40687450766563416,0.3915671706199646,0.42259517312049866,0.48187023401260376,0.5446593761444092,0.5931254923343658,0.6084328293800354,0.5774048268795013
goose,True,False,False,False,False,False,,137,6633,1480.0,48.416058394160586,1.5801021070217456,0.2433476448059082,0.7566523551940918,0.4307409763336182,2.153704881668091,0.5175565779209137,1980_1989__to__1990_1999,0.24030988754599236,137,206,163,449,1292,6633,0.4884220063686371,0.6046786904335022,0.4824434220790863,0.5468934774398804,0.7238575220108032,0.5115779936313629,0.3953213095664978,0.5175565779209137,0.45310652256011963,0.2761424779891968
er,False,True,False,False,False,False,too_short,100,6384,1438.6666666666667,63.84,1.5582779856304019,0.24665746092796326,0.7533425390720367,0.6724409282207489,3.3622046411037445,0.7383339405059814,1970_1979__to__1980_1989,0.21959815636433158,100,208,210,530,1200,6384,0.3992653489112854,0.26166605949401855,0.31257474422454834,0.2716236710548401,0.3926655352115631,0.6007346510887146,0.7383339405059814,0.6874252557754517,0.7283763289451599,0.6073344647884369
sparrow,True,False,False,False,False,False,,111,1720,502.1666666666667,15.495495495495495,1.1188050632748219,0.2506679892539978,0.7493320107460022,0.42494471073150636,2.1247235536575317,0.5113554000854492,1960_1969__to__1970_1979,0.2406691445600978,230,150,111,261,541,1720,0.4886445999145508,0.5498456358909607,0.6061338782310486,0.5850599408149719,0.6455923914909363,0.5113554000854492,0.4501543641090393,0.3938661217689514,0.4149400591850281,0.3544076085090637
annie,False,False,False,False,True,False,probable_name,113,2737,850.3333333333334,24.221238938053098,1.0292932722010955,0.25244855880737305,0.747551441192627,0.6252910077571869,3.1264550387859344,0.6802471876144409,1970_1979__to__1980_1989,0.21757779311567987,113,283,632,499,838,2737,0.4266943335533142,0.3197528123855591,0.3737757205963135,0.3287346661090851,0.4245874285697937,0.5733056664466858,0.6802471876144409,0.6262242794036865,0.6712653338909149,0.5754125714302063
woh,True,False,False,False,False,False,,107,2835,891.6666666666666,26.49532710280374,1.005849326439773,0.2544783055782318,0.7455216944217682,0.5673802077770234,2.8369010388851166,0.6647201776504517,2000_2009__to__2010_2019,0.23431207805249432,107,332,695,716,665,2835,0.4773530960083008,0.5023244619369507,0.4321012496948242,0.4160403311252594,0.33527982234954834,0.5226469039916992,0.4976755380630493,0.5678987503051758,0.5839596688747406,0.6647201776504517
gang,True,False,False,False,False,False,,240,124997,22423.0,520.8208333333333,2.0472845127627357,0.25571537017822266,0.7442846298217773,0.49665722250938416,2.4832861125469208,0.5237028300762177,2000_2009__to__2010_2019,0.2108910557789472,240,381,704,3023,5193,124997,0.5068055987358093,0.47817936539649963,0.4861815273761749,0.569250226020813,0.47629716992378235,0.4931944012641907,0.5218206346035004,0.5138184726238251,0.430749773979187,0.5237028300762177
